langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Realist Evaluation in Practice,SAGE Publications Ltd,"Social case work, Evaluation",https://doi.org/10.4135/9781849209762,Mansoor A F Kazi,9781849209762,,2003
,Realization Spaces of Polytopes,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0093761,Jürgen Richter-Gebert,9783540496403,1643,1996
,Real-time Communication Protocols for Multi-hop Ad-hoc Networks,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-33319-5,Reinhard Gotzhein,9783030333195,,2020
,Real-Time Image and Video Processing,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02240-1,"Nasser Kehtarnavaz, Mark Gamadia",9783031022401,,2008
,Real-Time Massive Model Rendering,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-79531-2,"Sung-eui Yoon, Enrico Gobbetti, David Kasik, Dinesh Manocha",9783031795312,,2008
,Real-Time Road Profile Identification and Monitoring,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Computing and Processing, Transportation, Signal Processing and Analysis, Robotics and Control Systems, Communication, Networking and Broadcast Technologies",https://doi.org/10.1007/978-3-031-01499-4,"Yechen Qin, Hong Wang, Yanjun Huang, Xiaolin Tang",9783031014994,,2019
,Real-Time Systems,Cambridge University Press,"Engineering,Computer Science, Computer Engineering,Distributed, Networked and Mobile Computing",https://doi.org/10.1017/CBO9780511619953,Olderog/Dierks,9780511619953,,2012
,Real-Time: Theory in Practice,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0031984,"J. W. Bakker, C. Huizing, W. P. Roever, G. Rozenberg",9783540472186,600,1992
,Rearrangements and Convexity of Level Sets in PDE,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075060,Bernhard Kawohl,9783540396390,1150,1985
,Reasearch Directions in High-Level Parallel Programming Languages,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-55160-3,"Jean Pierre Banâtre, Daniel Métayer",9783540467625,574,1992
,Reasoning of Quantum Mechanics,Synthesis Collection of Technology (R0),Quantum Physics,https://doi.org/10.1007/978-3-031-17177-2,Horst Beyer,9783031171772,,2022
,Reasoning of Quantum Mechanics,Synthesis Collection of Technology (R0),Mathematical and Computational Physics,https://doi.org/10.1007/978-3-031-70510-6,Horst R. Beyer,9783031705106,2nd ed.,2025
,Reasoning Web. Declarative Artificial Intelligence,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60067-9,"Marco Manna, Andreas Pieris",9783030600679,,2020
,Reasoning with Logic Programming,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61488-5,"José Júlio Alferes, Luís Moniz Pereira",9783540686743,1111,1996
,Reasoning with Probabilistic and Deterministic Graphical Models,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01566-3,Rina Kraus,9783031015663,,2013
,Reasoning with Probabilistic and Deterministic Graphical Models,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01583-0,Rina Dechter,9783031015830,2nd ed.,2019
,Reasoning with Uncertainty in Robotics,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0013951,"Leo Dorst, Michiel Lambalgen, Frans Voorbraak",9783540685067,1093,1996
,Recent Advances in Data Science,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-8760-3,"Henry Han, Tie Wei, Wenbin Liu, Fei Han",9789811587603,,2020
,Recent Advances in Earthquake Geotechnical Engineering and Microzonation,Springer Netherlands,"Civil Engineering, Geotechnical Engineering & Applied Earth Sciences, Geophysics",http://link.springer.com/10.1007/1-4020-2528-9,"Ansal,Atilla ",9781402025280,,2004
,Recent Advances in the Quantum Theory of Polymers,Springer,Physics,http://dx.doi.org/10.1007/3-540-09731-7,"Jean Marie André, Jean-Luc Bredas, Joseph Delhalle, Janos Ladik, Georges Leroy, Carl Moser",9783540385424,113,1980
,Recent Advances in Topological Dynamics,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061716,Anatole Beck,9783540384144,318,1973
,Recent Aspects of Quantum Fields,Springer,Physics,http://dx.doi.org/10.1007/3-540-54978-1,"H. Mitter, H. Gausterer",9783540466284,396,1991
,Recent Developments in Computer Vision,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60793-5,"Stan Z. Li, Dinesh P. Mital, Eam Khwang Teoh, Han Wang",9783540494485,1035,1996
,Recent Developments in High Temperature Superconductivity,Springer,Physics,http://dx.doi.org/10.1007/BFb0102014,"Jan Klamut, Boyd W. Veal, Bogdan M. Dabrowski, Piotr W. Klamut",9783540706953,475,1996
,Recent Developments in Nonequilibrium Thermodynamics,Springer,Physics,http://dx.doi.org/10.1007/BFb0016028,"José Casas-Vázquez, David Jou, Georgy Lebon",9783540388104,199,1984
,Recent Developments in Nonequilibrium Thermodynamics: Fluids and Related Topics,Springer,Physics,http://dx.doi.org/10.1007/3-540-16489-8,"José Casas-Vázquez, David Jou, José-Miguel Rubí",9783540398288,253,1986
,"Recent Developments in the Algebraic, Analytical, and Topological Theory of Semigroups",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0062023,"Karl Heinrich Hofmann, Helmut Jürgensen, Hanns Joachim Weinert",9783540400516,998,1983
,Recent Featured Applications of Artificial Intelligence Methods. LSMS 2020 and ICSEE 2020 Workshops,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-33-6378-6,"Minrui Fei, Kang Li, Zhile Yang, Qun Niu, Xin Li",9789813363786,,2020
,Recent Issues in Pattern Analysis and Recognition,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51815-0,"Virginio Cantoni, Reiner Creutzburg, Stefano Levialdi, G. Wolf",9783540468158,399,1989
,Recent Mathematical Methods in Dynamic Programming,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074776,"Italo Capuzzo Dolcetta, Wendell H. Fleming, Tullio Zolezzi",9783540393658,1119,1985
,Recent Mathematical Methods in Nonlinear Wave Propagation,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0093704,"Guy Boillat, Constantin M. Dafermos, Peter D. Lax, Tai-Ping Liu",9783540495659,1640,1996
,"Recent Progress in Many-Body Theories: Proceedings of the Second International Conference Held at Oaxtepec, Mexico",Springer,Physics,http://dx.doi.org/10.1007/BFb0018134,"J. G. Zabolitzky, M. Llano, M. Fortes, J. W. Clark",9783540386773,142,1981
,"Recent Progress in Many-Body Theories: Proceedings of the Third International Conference on Recent Progress in Many-Body Theories Held at Odenthal-Altenberg, Germany",Springer,Physics,http://dx.doi.org/10.1007/BFb0037530,"H. Kümmel, M. L. Ristig",9783540388081,198,1984
,"Recent Trends in Data Type Specification: 10th Workshop on Specification of Abstract Data Types Joint with the 5th COMPASS Workshop S. Margherita, Italy",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0014419,"Egidio Astesiano, Gianna Reggio, Andrzej Tarlecki",9783540491989,906,1995
,"Recent Trends in Data Type Specification: 11th Workshop on Specification of Abstract Data Types Joint with the 8th COMPASS Workshop Oslo, Norway",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61629-2,"Magne Haveraaen, Olaf Owe, Ole-Johan Dahl",9783540706427,1130,1996
,"Recent Trends in Data Type Specification: 5th Workshop on Specification of Abstract Data Types Gullane, Scotland",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-50325-0,"D. Sannella, A. Tarlecki",9783540459705,332,1988
,"Recent Trends in Data Type Specification: 7th Workshop on Specification of Abstact Data Types Wusterhausen/Dosse, Germany",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-54496-8,"H. Ehrig, K. P. Jantke, F. Orejas, H. Reichel",9783540384168,534,1991
,"Recent Trends in Data Type Specification: 8th Workshop on Specification of Abstract Data Types joint with the 3rd COMPASS Workshop Dourdan, France",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-56379-2,"Michel Bidoit, Christine Choppy",9783540475453,655,1992
,"Recent Trends in Data Type Specification: 9th Workshop on Specification of Abstract Data Types Joint with the 4th COMPASS Workshop Caldes de Malavella, Spain",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57867-6,"Hartmut Ehrig, Fernando Orejas",9783540483618,785,1994
,Recent Trends in Graph Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0059415,"M. Capobianco, J. B. Frechen, M. Krolik",9783540365082,186,1971
,Rechnerstrukturen und Betriebsprogrammierung,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-06815-5,"Wolfgang Händler, Peter P. Spies",9783540377603,13,1974
,Reclamation of Contaminated Land,Wiley,"Life Sciences, Ecology",https://onlinelibrary.wiley.com/doi/book/10.1002/0470020954,Nathanail,9780470020951,,2004
,Recognition of Humans and Their Activities Using Video,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02236-4,"Rama Chellappa, Amit K. Roy-Chowdhury, S. Kevin Zhou",9783031022364,,2005
,Recognizing Planar Objects Using Invariant Image Features,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0017553,Thomas H. Reiss,9783540476344,676,1993
,Recognizing Textual Entailment,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02151-0,"Ido Dagan, Dan Roth, Fabio Zanzotto, Mark Sammons",9783031021510,,2013
,Reconceptualizing Qualitative Research,SAGE Publications Ltd,Qualitative Research,https://doi.org/10.4135/9781071802793,Derrington,9781071802793,,2016
,Reconfigurable Antennas,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-01535-9,Jennifer T. Bernhard,9783031015359,,2007
,Reconfigurable Obfuscation Techniques for the IC Supply Chain ,Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-77509-3,"Zain Ul Abideen, Samuel Pagliarini",9783031775093,,2025
,Reconsidering Logical Positivism,Cambridge University Press,"Philosophy, Philosophy of Science",https://doi.org/10.1017/CBO9781139173193,Friedman,9781139173193,,2012
,Reconstruction-Free Compressive Vision for Surveillance Applications,Synthesis Collection of Technology (R0),"Computing and Processing, Signal Processing and Analysis",https://doi.org/10.1007/978-3-031-02541-9,"Henry Braun, Pavan Turaga, Andreas Spanias, Sameeksha Katoch, Suren Jayasuriya, Cihan Tepedelenlioglu",9783031025419,,2019
,Recording Culture,SAGE Publications Ltd,Sound recordings in ethnology,https://doi.org/10.4135/9781452226590,Daniel Makagon; Mark Neumann,9781452226590,,2009
,Recoverable Mutual Exclusion,Synthesis Collection of Technology (R0),Computer Science,https://doi.org/10.1007/978-3-031-20002-1,"Sahil Dhoked, Wojciech Golab, Neeraj Mittal",9783031200021,,2023
,Recovered Memories - Seeking the Middle Ground,Wiley,"Psychology, Clinical Psychology",https://onlinelibrary.wiley.com/doi/book/10.1002/0470013486,Davies,9780470013489,,2001
,Recurrence and Topology,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/085/,John M. Alongi; Gail S. Nelson,9781470421151, ,2007
,Recurrences and Discrete Dynamic Systems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089135,"Igor Gumowski, Christian Mira",9783540381556,809,1980
,Recursion Method,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-48651-0,"V. S. Viswanath, Gerhard Müller",9783540486510,23,1994
,Recursion on the Countable Functionals,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0098600,Dag Normann,9783540381709,811,1980
,"Recursion Theory Week: Proceedings of a Conference held in Oberwolfach, FRG, March 19–25, 1989",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0086109,"Klaus Ambos-Spies, Gert H. Müller, Gerald E. Sacks",9783540471424,1432,1990
,"Recursion Theory Week: Proceedings of a Conference held in Oberwolfach, West Germany April 15–21, 1984",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0076211,"Heinz-Dieter Ebbinghaus, Gert H. Müller, Gerald E. Sacks",9783540395966,1141,1985
,Red Book of Varieties and Schemes,Springer,Mathematics,http://dx.doi.org/10.1007/978-3-662-21581-4,David Mumford,9783662215814,1358,1988
,Redesigning Wiretapping,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-39919-1,Joseph Fitsanakis,9783030399191,,2020
,Reduced Kinetic Mechanisms and Asymptotic Approximations for Methane-Air Flames,Springer,Physics,http://dx.doi.org/10.1007/BFb0035362,Mitchell D. Smooke,9783540474968,384,1991
,Reduced Kinetic Mechanisms for Applications in Combustion Systems,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-47543-9,"Norbert Peters, Bernd Rogg",9783540475439,15,1993
,Reduction of a Ship's Magnetic Field Signatures,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-01708-7,John Holmes,9783031017087,,2008
,Reduction of the Product of Two Irreducible Unitary Representations of the Proper Orthochronous Quantummechanical Poincaré Group,Springer,Physics,http://dx.doi.org/10.1007/BFb0107302,Manfred Schaaf,9783540363958,5,1970
,Reflective Boundary Conditions in SPH Fluid Dynamics Simulation,Synthesis Collection of Technology (R0),Computational Science and Engineering,https://doi.org/10.1007/978-3-031-71582-2,Carlos Alberto Dutra Fraga Filho,9783031715822,,2025
,Reflective Interviewing,SAGE Publications Ltd,Interviewing in sociology,https://doi.org/10.4135/9781446288009,Kathryn Roulston,9781446288009,,2011
,Reflective Practitioner: How Professionals Think in Action,Routledge,"Planning, Built Environment","http://www.taylorfrancis.com/books/Planning, Built Environment",Donald A. Schön,9781315237473,,2017
,Reflexivity,SAGE Publications Ltd,Self-knowledge,https://doi.org/10.4135/9781473983052,Tim May,9781526485250,,2017
,Refrigeration and Air Conditioning,McGraw Hill,Mechanical Engineering,https://resolver.vitalsource.com/9789390385928/?brand=mcgrawhillindia.vitalsource.com  ,"Arora, C. P.",,4th ed.,2020
,Refrigeration and Air Conditioning,McGraw Hill,Mechanical,https://resolver.vitalsource.com/9781259081101/?brand=mcgrawhillindia.vitalsource.com  ,"Arora, C. P.",,3rd ed.,2008
,Refrigeration and Air Conditioning,New Age International,"Engineering , Mechanical , Chemical & Biochemical",http://elib4u.ipublishcentral.com/product/refrigeration-air-conditioning-50071564 ,Manohar Prasad,9788122442298,3rd ed.,2015
,Refrigeration and Air Conditioning,Tata McGraw Hill,"Science, Hydraulic engineering",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5121088&query=,"Arora, C. P.",9780071336536,3rd ed.,1971
,Refrigeration and Airconditioning Data Book,New Age International,"Engineering , Mechanical",http://elib4u.ipublishcentral.com/product/refrigeration-airconditioning-data-book ,Manohar Prasad,9788122451399,3rd ed.,2020
,Regenerative Dentistry,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-02581-5,Mona K. Marei,9783031025815,,2010
,Regression & Linear Modeling,SAGE Publications Ltd,Linear Modeling,https://doi.org/10.4135/9781071802724,Koro-Ljungberg,9781071802724,,2017
,Regression Analysis,SAGE Publications Ltd,Regression analysis,https://doi.org/10.4135/9781483348834,Richard A. Berk,9781483348834,,2004
,Regression Basics,SAGE Publications Ltd,Regression Basics,https://doi.org/10.4135/9781483385662,Leo H. Kahane,9781483385662,2nd ed.,2008
,Regression Diagnostics,SAGE Publications Ltd,Regression Diagnostics,https://doi.org/10.4135/9781412985604,John Fox,9781412985604,,1991
,Regression Models,SAGE Publications Ltd,Regression Models,https://doi.org/10.4135/9781412985611,Richard Breen,9781412985611,,1996
,Regression with Dummy Variables,SAGE Publications Ltd,Regression,https://doi.org/10.4135/9781412985628,Melissa A. Hardy,9781412985628,,1993
,Regular Boundary Value Problems Associated with Pairs of Ordinary Differential Expressions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089057,"Earl A. Coddington, Hendrik S. V. Snoo",9783540386704,858,1981
,Regularity Problem for Quasilinear Elliptic and Parabolic Systems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0094482,Alexander Koshelev,9783540447726,1614,1995
,Regularity Theory for Quasilinear Elliptic Systems and Monge—Ampère Equations in Two Dimensions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0098277,Friedmar Schulz,9783540466789,1445,1990
,Regularly Varying Functions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0079658,Eugene Seneta,9783540381372,508,1976
,Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-64849-7,"Sujeet K. Sharma, Yogesh K. Dwivedi, Bhimaraya Metri, Nripendra P. Rana",9783030648497,,2020
,Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-64861-9,"Sujeet K. Sharma, Yogesh K. Dwivedi, Bhimaraya Metri, Nripendra P. Rana",9783030648619,,2020
,Reinforced Concrete : Limit State Design,Pearson,STEM,https://admin.elibrary.in.pearson.com/api/1.0/org/10032022/launchlibrary,Ashok K Jain,9789361590184,8th ed.,2024
,Reinforced Concrete Design,McGraw Hill,Civil Engineering,https://resolver.vitalsource.com/9781259081354/?brand=mcgrawhillindia.vitalsource.com  ,"Pillai, S. U.",,3rd ed.,2009
,Reinforced Concrete Design,McGraw Hill,Civil Engineering,https://resolver.vitalsource.com/9789354601033/?brand=mcgrawhillindia.vitalsource.com  ,"Pillai, S. U.",,4th ed.,2021
,Reinforced Concrete Design,McGraw Hill,Civil Engineering,https://resolver.vitalsource.com/9789351342489/?brand=mcgrawhillindia.vitalsource.com  ,"Sinha, S. N.",,3rd ed.,2014
,Reinforcement Learning in the Ridesharing Marketplace,Synthesis Collection of Technology (R0),Artificial Intelligence,https://doi.org/10.1007/978-3-031-59640-7,"Zhiwei (Tony) Qin, Xiaocheng Tang, Qingyang Li, Hongtu Zhu, Jieping Ye",9783031596407,,2025
,Reinforcement Learning-Enabled Intelligent Energy Management for Hybrid Electric Vehicles,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Computing and Processing, Fields, Waves and Electromagnetics, Geoscience, Transportation, Robotics and Control Systems, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-01503-8,Teng Liu,9783031015038,,2019
,Relating Statistics and Experimental Design,SAGE Publications Ltd,Experimental Design,https://doi.org/10.4135/9781412985635,Irwin P. Levin,9781412985635,,1999
,Relating to Things,Bloomsbury Design Library 2020 Collection,Artificial intelligence,https://doi.org/10.5040/9781350124288?locatt=label:secondary_bloomsburyVisualArts,Heather Wiltse (ed),9781350124288,,2020
,Relation of Cobordism to K-Theories,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0071091,"P. E. Conner, E. E. Floyd",9783540699743,28,1966
,Relational and Algebraic Methods in Computer Science,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-43520-2,"Uli Fahrenberg, Peter Jipsen, Michael Winter",9783030435202,,2020
,Relational and XML Data Exchange,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01840-4,"Marcelo Arenas, Pablo Barcelo, Leonid Libkin, Filip Murlak",9783031018404,,2010
,Relational Database Index Design and the Optimizer,Wiley,"Computer Science  & Information Technology, Computer Science",https://onlinelibrary.wiley.com/doi/book/10.1002/0471721379,Lahdenmaki,9780471721376,,2005
,Relational Matching,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-55798-9,G. Vosselman,9783540472872,628,1992
,Relational Theory of Computing,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-09987-5,John G. Sanderson,9783540392569,82,1980
,Relativistic Action at a Distance: Classical and Quantum Aspects,Springer,Physics,http://dx.doi.org/10.1007/3-540-11573-0,J. Llosa,9783540392996,162,1982
,Relativistic Classical Mechanics and Electrodynamics,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-02079-7,"Martin Land, Lawrence P. Horwitz",9783031020797,,2020
,Relativistic Dynamics of a Charged Sphere,Springer,Physics,http://dx.doi.org/10.1007/978-0-387-73967-0,Arthur D. Yaghjian,9780387739670,11,1992
,Relativistic Flight Mechanics and Space Travel,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-79297-7,Richard F. Tinder,9783031792977,,2007
,Relativistic Fluid Dynamics,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0084027,"Angelo M. Anile, Yvonne Choquet-Bruhat",9783540481423,1385,1989
,Relativistic Gravity Research With Emphasis on Experiments and Observations,Springer,Physics,http://dx.doi.org/10.1007/3-540-56180-3,"J. Ehlers, G. Schäfer",9783540474838,410,1992
,Relativistic Hadrons in Cosmic Compact Objects,Springer,Physics,http://dx.doi.org/10.1007/3-540-54789-4,"Andrzej A. Zdziarski, Marek Sikora",9783540464488,391,1991
,Relativistic Models of Extended Hadrons Obeying a Mass-Spin Trajectory Constraint,Springer,Physics,http://dx.doi.org/10.1007/BFb0051937,"L. C. Biedenharn, H. Dam, N. Mukunda, A. Böhm, J. D. Dollard",9783540393382,165,1982
,"Relativistic Quantum Field Theory, Vol. 1 : Canonical formalism",Institute of Physics Publishing ,"Physcis , Quantum science",https://iopscience.iop.org/book/978-1-64327-702-8,"Strickland, M",9781643276991,,2019
,"Relativistic Quantum Field Theory, Vol. 2 : Path integral formalism",Institute of Physics Publishing ,"Physcis , Quantum science",https://iopscience.iop.org/book/978-1-64327-708-0,"Strickland, M",9780750330152,,2019
,"Relativity, Symmetry and the Structure of the Quantum Theory",Institute of Physics Publishing ,"Physcis , Quantum science",https://iopscience.iop.org/book/978-1-6270-5624-3,"Klink, W H",9781627056236,,2014
,Relevant Query Answering over Streaming and Distributed Data,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-38339-8,"Shima Zahmatkesh, Emanuele Della Valle",9783030383398,,2020
,Reliability and Validity Assessment,SAGE Publications Ltd,Reliability ,https://doi.org/10.4135/9781412985642,Edward G. Carmines; Richard A. Zeller,9781412985642,,1979
,Reliability and Validity in Qualitative Research,SAGE Publications Ltd,Qualitative Research,https://doi.org/10.4135/9781412985659,Jerome Kirk; Marc L. Miller,9781412985659,,1985
,Reliability Assessment of Tethered High-altitude Unmanned Telecommunication Platforms ,Springer Nature,Mathematics and Statistics,https://doi.org/10.1007/978-981-99-9445-8,"Vladimir M. Vishnevsky, Dharmaraja Selvamuthu, Vladimir Rykov, Dmitry V. Kozyrev, Nika Ivanova, Achyutha Krishnamoorthy",9789819994458,,2024
,Reliability Evaluation of Some Fault-Tolerant Computer Architectures,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-10274-4,"Shunji Osaki, Toshihiko Nishio",9783540383994,97,1980
,"Reliability-Based Mechanical Design, Vol. 1",Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Computing and Processing",https://doi.org/10.1007/978-3-031-79637-1,Xiaobin Le,9783031796371,,2020
,"Reliability-Based Mechanical Design, Vol. 2",Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-79641-8,Xiaobin Le,9783031796418,,2020
,Reliable Software Technologies — Ada-Europe '96,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0013474,Alfred Strohmeier,9783540684572,1088,1996
,Remote Sensing Image Processing,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02247-0,"Gustavo Camps-Valls, Devis Tuia, Luis Gómez-Chova, Sandra Jiménez, Jesus Malo",9783031022470,,2012
,Rendering History: The Women of ACM-W,Association for Computing Machinery,History - Women in Computing,https://dl.acm.org/doi/book/10.1145/3640508,Gloria Childress Townsend,9798400717741,,2024
,Renewable & Efficient Electric Power system,Wiley,Physical Sciences & Engineering,https://onlinelibrary.wiley.com/doi/book/10.1002/0471668826,Gilbert M. Mertens,9780471668824,,2004
,Renewable Energy : Requirements and Sources,Synthesis Collection of Technology (R0),Renewable and Green Energy,https://doi.org/10.1007/978-3-031-77185-9,Richard A. Dunlap,9783031771859,,2025
,Renewable Energy Resources,Taylor & Francis,"Science, Energy",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=181143&query=,"Twidell, John; Weir, Tony",9780203478721,2nd ed.,2014
,Renewable Energy Sources and Emerging Technologies,PHI,Energy,https://elibrary.phindia.com/ebooks/reader/9789389347906,"Kothari, D.P., Singal, K. C., Ranjan, Rakesh",9789389347906,,2021
,"Renewable Energy, Vol. 1-3",Synthesis Collection of Technology (R0),"Geoscience, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-02521-1,Richard A Dunlap,9783031025211,,2020
,Renormalization Group Analysis of the Hierarchical Model in Statistical Mechanics,Springer,Physics,http://dx.doi.org/10.1007/BFb0017107,"Pierre Collet, Jean-Pierre Eckmann",9783540358992,74,1978
,Renormalization of Quantum Field Theories with Non-linear Field Transformations,Springer,Physics,http://dx.doi.org/10.1007/BFb0033712,"Peter Breitenlohner, Dieter Maison, Klaus Sibold",9783540391784,303,1988
,Répartition Modulo 1,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074253,Gérard Rauzy,9783540375791,475,1975
,Replicated Data Management for Mobile Computing,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02477-1,Terry Douglas,9783031024771,,2008
,Reports of the Midwest Category Seminar,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074298,"J. Bénabou, R. Davis, A. Dold, J. Isbell, S. MacLane, U. Oberst, J. -E. Roos",9783540355458,47,1967
,Reports of the Midwest Category Seminar II,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0077113,"M. André, D. A. Buchsbaum, E. Dubuc, R. L. Knighten, F. W. Lawvere",9783540358633,61,1968
,Reports of the Midwest Category Seminar III,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0059139,"M. Barr, P. Berthiaume, B. J. Day, J. Duskin, S. Feferman, G. M. Kelly, S. Mac Lane, M. Tierney, R. F. C. Walters",9783540361503,106,1969
,Reports of the Midwest Category Seminar IV,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060437,"S. MacLane, H. Applegate, M. Barr, B. Day, E. Dubuc, Phreilambud, A. Pultr, R. Street, M. Tierney, S. Swierczkowski",9783540362920,137,1970
,Reports of the Midwest Category Seminar V,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0072304,"M. André, M. Barr, M. Bunge, A. Frei, J. W. Gray, P. A. Grillet, P. Leroux, F. E. J. Linton, J. MacDonald, P. Palmquist, P. B. Shay, F. Ulmer",9783540365488,195,1971
,Representation Discovery using Harmonic Analysis,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01546-5,Sridhar Mahadevan,9783031015465,,2008
,Representation Theory I,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089777,"Vlastimil Dlab, Peter Gabriel",9783540383857,831,1980
,Representation Theory I Finite Dimensional Algebras,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075254,"Vlastimil Dlab, Peter Gabriel, Gerhard Michler",9783540397762,1177,1986
,Representation Theory II,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0088456,"Vlastimil Dlab, Peter Gabriel",9783540383871,832,1980
,Representation Theory II Groups and Orders,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075286,"Vlastimil Dlab, Peter Gabriel, Gerhard Michler",9783540397779,1178,1986
,Representation Theory of Finite Groups: Algebra and Arithmetic,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/059/,Steven H. Weintraub,9781470421045, ,2003
,Representation Theory of the Symmetric Groups,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0067708,G. D. James,9783540357117,682,1978
