langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Numerical Heat Transfer and Fluid Flow,CRC Press,Thermodynamics,http://www.taylorfrancis.com/books/Thermodynamics,"Patankar, S. V.",9781315275130,,2017
,Numerical Integration of Differential Equations and Large Linear Systems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0064877,Juergen Hinze,9783540393740,968,1982
,"Numerical Integration of Space Fractional Partial Differential Equations, Vol 1",Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02411-5,"Younes Salehi, William E. Schiesser",9783031024115,,2018
,"Numerical Integration of Space Fractional Partial Differential Equations, Vol 2",Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02412-2,"Younes Salehi, William E. Schiesser",9783031024122,,2018
,Numerical Integration on Advanced Computer Systems,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0025796,"Arnold R. Krommer, Christoph W. Ueberhuber",9783540487814,848,1994
,Numerical Linear Algebra,De Gruyter,Numerical and Computational Mathematics,http://www.degruyter.com/isbn/9783110857658,"Ruttan, Arden / Reichel, Lothar / Varga, Richard S.",9783110857658,,1993
,Numerical Linear Algebra,World Scientific,Numerical Analysis,https://www.worldscientific.com/worldscibooks/10.1142/11926#t=toc,William Layton,9789811223907,,2020
,Numerical Methods,McGraw Hill,Mathematics,https://resolver.vitalsource.com/9789339216962/?brand=mcgrawhillindia.vitalsource.com  ,Moorthy,,,2014
,Numerical Methods,New Age International,"Mathematics , Numerical Analysis",http://elib4u.ipublishcentral.com/product/numerical-methods50135115 ,"S R K Iyengar  , R K Jain",9788122458077,,2020
,Numerical Methods,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0112521,"Victor Pereyra, Alfonso Reinoza",9783540409670,1005,1983
,Numerical Methods for Chemical Engineering : Applications in MATLAB,Cambridge University Press,"Engineering, Engineering Mathematics and Programming,Chemical Engineering",https://doi.org/10.1017/CBO9780511812194,Beers,9780511812194,,2024
,Numerical Methods for Eigenvalue Problems,De Gruyter,"Numerical and Computational Mathematics , Numerical and Computational Mathematics",http://www.degruyter.com/isbn/9783110250374,"Börm, Steffen / Mehl, Christian",9783110250374,,2012
,Numerical Methods for Engineers ,New Age International,"Engineering , Electrical Engineering , Mechanical",http://elib4u.ipublishcentral.com/product/numerical-methods-for-engineers50119878 ,Santosh Kumar Gupta,9788122447576,4th ed.,2019
,Numerical Methods for Linear Complementarity Problems in Physics-Based Animation,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-79564-0,"Sarah Niebe, Kenny Erleben",9783031795640,,2015
,Numerical Methods for Ordinary Differential Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089227,"Alfredo Bellen, Charles W. Gear, Elvira Russo",9783540481447,1386,1989
,Numerical Methods for Partial Differential Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0078536,"You-Ian Zhu, Ben-yu Guo",9783540481263,1297,1987
,Numerical Methods for Scientific and Engineering Computation,New Age International,"Mathematics , Numerical Analysis , Engineering , Civil",http://elib4u.ipublishcentral.com/product/numerical-methods-for-scientific-engineering-computation ,"M K Jain  , S R K Iyengar  , R K Jain",9788122451023,6th ed.,2015
,Numerical Methods for the Simulation of Multi-Phase and Complex Flow,Springer,Physics,http://dx.doi.org/10.1007/BFb0022301,T. M. M. Verheggen,9783540470076,398,1992
,Numerical Methods in Fluid Dynamics,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074528,Franco Brezzi,9783540393917,1127,1985
,Numerical Methods: Problems and Solutions,New Age International,"Mathematics, Numerical Analysis",http://elib4u.ipublishcentral.com/product/numerical-methods-problems-solutions50142310 ,"Jain, M.K.; Iyengar, S.R.K.; Jain, R.K.",9788122458244,3rd ed.,2020
,Numerical Methods: Problems and Solutions,New Age International,"Mathematics, Numerical Analysis",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=441095&query=,"Jain, M.K.; Iyengar, S.R.K.; Jain, R.K.",9788122424263,2nd ed.,2004
,Numerical Methods: Theory and Engineering Applications,Cambridge University Press,"Chemical Engineering,Engineering,Engineering Mathematics and Programming",https://doi.org/10.1017/9781009211789,Jana,9781009211789,,2023
,Numerical Modelling of Extreme Waves,Synthesis Collection of Technology (R0),Mathematical and Computational Engineering,https://doi.org/10.1007/978-3-031-77084-5,"Huidong Zhang, Carlos Guedes Soares",9783031770845,,2025
,Numerical Optimization,Springer Nature,Mathematics and Statistics,https://doi.org/10.1007/978-0-387-40065-5,"Jorge Nocedal, Stephen Wright",9780387400655,2nd ed. ,2006
,Numerical Simulation of Combustion Phenomena,Springer,Physics,http://dx.doi.org/10.1007/BFb0008648,"Roland Glowinski, Bernard Larrouturou, Roger Temam",9783540397519,241,1985
,Numerical Solution of Differential Equations,New Age International,"Mathematics , Differential Equations",http://elib4u.ipublishcentral.com/product/numerical-solution-differential-equations ,Jain Mahinder Kumar,9788122445558,4th ed.,2018
,Numerical Solution of Differential-Algebraic Systems by Runge-Kutta Methods,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0093947,"Ernst Hairer, Michel Roche, Christian Lubich",9783540468325,1409,1989
,Numerical Solution of Nonlinear Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0090674,"Eugene L. Allgower, Klaus Glashoff, Heinz-Otto Peitgen",9783540387817,878,1981
,Numerical Solutions of Initial Value Problems Using Mathematica,Institute of Physics Publishing ,"Physcis , Mathematics and computation",https://iopscience.iop.org/book/978-1-6817-4976-1,"Chowdhury, S",9781681749730,,2017
,Numerical Treatment of Differential Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0067458,"R. Bulirsch, R. D. Grigorieff, J. Schröder",9783540359708,631,1978
,Numerical Treatment of Differential Equations in Applications,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0067861,"Rainer Ansorge, Willi Törnig",9783540357155,679,1978
,"Nutrition, Epigenetics and Health",World Scientific,"Medicine (1), Nutrition",https://www.worldscientific.com/worldscibooks/10.1142/10123#t=toc,Burdge Graham & Lillycrop Karen,9789813143319,,2016
,Nvivo Qualitative Project Book,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9780857020079,Patricia Bazeley; Lyn Richards,9780857020079,,2000
,Obesity Care and Bariatric Surgery,World Scientific,"Medicine (1), Medical Education",https://www.worldscientific.com/worldscibooks/10.1142/9680#t=toc,Murayama Kenric M et al,9789814699310,,2016
,Object Oriented Programming with C++,McGraw Hill,Computer Science,https://resolver.vitalsource.com/9789389949193/?brand=mcgrawhillindia.vitalsource.com  ,Balagurusamy,,8th ed.,2020
,Object Representation in Computer Vision,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60477-4,"Martial Hebert, Jean Ponce, Terry Boult, Ari Gross",9783540475262,994,1995
,Object Representation in Computer Vision II,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61750-7,"Jean Ponce, Andrew Zisserman, Martial Hebert",9783540706731,1144,1996
,"Object Technologies for Advanced Software: 4th International Workshop, NOSSDAV '93 Lancaster, U.K.",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57342-9,"Shojiro Nishio, Akinori Yonezawa",9783540480754,742,1993
,"Object Technologies for Advanced Software: Second JSSST International Symposium, ISOTAS '96 Kanazawa, Japan",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60954-7,"Kokichi Futatsugi, Satoshi Matsuoka",9783540497479,1049,1996
,Object-Based Concurrent Computing,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-55613-3,"M. Tokoro, O. Nierstrasz, P. Wegner",9783540472605,612,1992
,Object-Based Distributed Programming,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0017530,"Rachid Guerraoui, Oscar Nierstrasz, Michel Riveill",9783540483892,791,1994
,Object-Based Models and Languages for Concurrent Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-59450-7,"Paolo Ciancarini, Oscar Nierstrasz, Akinori Yonezawa",9783540492696,924,1995
,Object-Based Parallel and Distributed Computation,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61487-7,"Jean-Pierre Briot, Jean-Marc Geib, Akinori Yonezawa",9783540686729,1107,1996
,Objective Software Quality,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-59449-3,Paolo Nesi,9783540492689,926,1995
,Objectivity and Subjectivity in Social Research,SAGE Publications Ltd,"Social sciences,  Research",https://doi.org/10.4135/9781473913929,Gayle Letherby; Malcolm Williams; John Scott,9781473913929,,2013
,Object-Oriented Methodologies and Systems,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0014012,"Elisa Bertino, Susan Urban",9783540488040,858,1994
,Object-Oriented Programming,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0052172,"Mario Tokoro, Remo Pareschi",9783540485674,821,1994
,Objects and Pseudo-Objects,De Gruyter,"Metaphysics, Ontology , Metaphysics, Ontology",http://www.degruyter.com/isbn/9781501501371,"Leclercq, Bruno / Richard, Sebastien / Seron, Denis",9781501501371,,2015
,Obstruction Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0065144,Hans J. Baues,9783540359791,628,1977
,Odd Order Group Actions and Witt Classification of Innerproducts,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069511,"John P. Alexander, Pierre E. Conner, Gary C. Hamrick",9783540369745,625,1977
,Odds Ratios in the Analysis of Contingency Tables,SAGE Publications Ltd,"Parameters, Representation",https://doi.org/10.4135/9781412985338,Tamás Rudas,9781412985338,,1997
,OFDM Systems for Wireless Communications,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-01513-7,"Adarsh Narasimhamurthy, Mahesh Banavar, Cihan Tepedelenliouglu",9783031015137,,2010
,Offshore Access Gangways,Synthesis Collection of Technology (R0),Mechanical Engineering,https://doi.org/10.1007/978-3-031-74783-0,Alexander Arnfinn Olsen,9783031747830,,2025
,Offshore Mooring Chain,Synthesis Collection of Technology (R0),Mechanical Engineering,https://doi.org/10.1007/978-3-031-76852-1,Fidaa Karkori,9783031768521,,2025
,Oil & Gas Produced Water Management,Synthesis Collection of Technology (R0),"Geoscience, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79504-6,"Eric M.V. Hoek, Jingbo Wang, Tony D. Hancock, Arian Edalat, Subir Bhattacharjee, David Jassby",9783031795046,,2021
,Old and New… A Narrative on the History of the Society for Experimental Mechanics,Synthesis Collection of Technology (R0),"Computing and Processing, Components, Circuits, Devices and Systems, Photonics and Electrooptics, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79717-0,Cesar A. Sciammarella,9783031797170,,2018
,On Architecting Fully Homomorphic Encryption-based Computing Systems,Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-31754-5,"Rashmi Agrawal, Ajay Joshi",9783031317545,,2023
,On Artin's Conjecture for Odd 2-dimensional Representations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074106,"Jacques Basmaji, Ian Kiming, Martin Kinzelbach, Xiangdong Wang, Loïc Merel",9783540486817,1585,1994
,On Automorphisms of Siegel Domains,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0058567,Shingo Murakami,9783540379829,286,1972
,On Construction and Identification of Graphs,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089374,Boris Weisfeiler,9783540375395,558,1976
,On Dirichlet's Boundary Value Problem,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0058774,Christian G. Simader,9783540375890,268,1972
,On Global Univalence Theorems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0065566,T. Parthasarathy,9783540394624,977,1983
,On Monotonicity Testing and the 2-to-2 Games Conjecture,Association for Computing Machinery,Computer Science,https://doi.org/10.1145/3568031,Dor Minzer,9781450399685,,2022
,On Raising a Digital Human,Synthesis Collection of Technology (R0),Computer Imaging,https://doi.org/10.1007/978-3-031-63945-6,Norman I. Badler,9783031639456,,2025
,On the C*-Algebras of Foliations in the Plane,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0077985,Xiaolu Wang,9783540479154,1257,1987
,On the Computational Geometry of Pocket Machining,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-54103-9,Martin Held,9783540474135,500,1991
,On the Construction of Engineering Handbooks,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-44648-2,"Stefan Gruner, Apurva Kumar, Tom Maibaum, Markus Roggenbach",9783030446482,,2020
,On the Design of Game-Playing Agents,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02119-0,"Eun-Youn Kim, Daniel Ashlock",9783031021190,,2017
,On The Efficient Determination of Most Near Neighbors,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02281-4,Mark Manasse,9783031022814,,2012
,On the Efficient Determination of Most Near Neighbors,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02296-8,Mark S. Manasse,9783031022968,2nd ed.,2015
,On the Functional Equations Satisfied by Eisenstein Series,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0079929,Robert P. Langlands,9783540380702,544,1976
,On the Integration of Algebraic Functions,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-10290-6,James Harold Davenport,9783540384311,102,1981
,On the Move to Meaningful Internet Systems: OTM 2019 Workshops,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-40907-4,"Christophe Debruyne, Hervé Panetto, Wided Guédria, Peter Bollen, Ioana Ciuciu, George Karabatis, Robert Meersman",9783030409074,,2020
,On the Pointwise Convergence of Fourier Series,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061167,Charles J. Mozzochi,9783540366560,199,1971
,On the Practice of Safety,Wiley,"Chemistry, Catalysis",https://onlinelibrary.wiley.com/doi/book/10.1002/0471721697,Manuele,9780471721697,3rd ed.,2003
,On the Principle of Holographic Scaling — From college physics to black hole thermodynamics,Institute of Physics Publishing ,"Physcis , Astronomy and astrophysics",https://iopscience.iop.org/book/978-1-64327-476-8,"Rodriguez, L",9780750329880,,2019
,On the Role of Contrast in Information Structure,DeGruyter,Linguistics and Semiotics,https://www.degruyter.com/isbn/9783110986594,Jorina Brysbaert,9783110986594,,2024
,On the Shape of Mathematical Arguments,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0020908,Antonetta J. M. Gasteren,9783540471660,445,1990
,On the Study of Human Cooperation via Computer Simulation,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02121-3,Garrison W. Greenwood,9783031021213,,2019
,On Time and Method,SAGE Publications Ltd,On Time and Method,https://doi.org/10.4135/9781412985345,Janice Kelly; Joseph E. McGrath,9781412985345,,1988
,On Topologies and Boundaries in Potential Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060353,Marcel Brelot,9783540364474,175,1971
,On Transactional Concurrency Control,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01873-2,Goetz Graefe,9783031018732,,2019
,On Uncertain Graphs,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01860-2,"Arijit Khan, Yuan Ye, Lei Chen",9783031018602,,2018
,On-Chip Networks,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01725-4,"Natalie Enright, Li-shiuan Peh",9783031017254,,2009
,On-Chip Networks,Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-01755-1,"Natalie Enright Jerger, Tushar Krishna, Li-Shiuan Peh",9783031017551,2nd ed.,2017
,On-Chip Photonic Interconnects,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01774-2,"Christopher J. Nitta, Matthew Farrens, Venkatesh Akella",9783031017742,,2014
,One Hundred Applications of Maxwell’s Equations,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-73784-8,Ashanthi Maxworth,9783031737848,,2025
,One Little Finger,SAGE,"South Asia Studies, Cell Biology",https://evidya.sagepub.in/library/one-little-finger?bookId=2977&siteName=evidya,Malini Chib,,,2018
,One Page Business Strategy : Streamline Your Business Plan in Four Simple Steps,Pearson Education,"Strategic planning, Business planning",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5173809,"Van Eck, Marc;Leenhouts, Ellen",9781292009643,,2014
,One-Dimensional Conductors,Springer,Physics,http://dx.doi.org/10.1007/BFb0113373,H. G. Schuster,9783540373124,34,1975
,One-parameter Semigroups of Positive Operators,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074922,"Wolfgang Arendt, Annette Grabosch, Günther Greiner, Ulrich Moustakas, Rainer Nagel, Ulf Schlotterbeck, Ulrich Groh, Heinrich P. Lotz, Frank Neubrander",9783540397915,1184,1986
,Online and Matching-Based Market Design,Cambridge University Press,"Computer Science, Economics",https://doi.org/10.1017/9781108937535,Echenique et al,9781108937535,,2012
,Online Capacity Provisioning for Energy-Efficient Datacenters,Synthesis Collection of Technology (R0),Information Systems and Communication Service,https://doi.org/10.1007/978-3-031-11549-3,"Minghua Chen, Sid Chi-Kin Chau",9783031115493,,2022
,Online Interviewing,SAGE Publications Ltd,Interviewing,https://doi.org/10.4135/9780857024503,Hugh Busher; Nalita James,9780857024503,,2009
,Online Multiplayer Games,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02268-5,William Sims Bainbridge,9783031022685,,2010
,Ontologies and Concepts in Mind and Machine,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57855-8,"Mehwish Alam, Tanya Braun, Bruno Yun",9783030578558,,2020
,Ontology Engineering,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-79486-5,"Elisa F. Kendall, Deborah L. McGuinness",9783031794865,,2019
,Ontology-Based Interpretation of Natural Language,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02154-1,"Philipp Cimiano, Christina Unger, John McCrae",9783031021541,,2014
,OOER '95: Object-Oriented and Entity-Relationship Modeling,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0020515,Michael P. Papazoglou,9783540485278,1021,1995
,OP-AMPS and linear integrated circuits,Pearson,STEM,https://admin.elibrary.in.pearson.com/api/1.0/org/10032022/launchlibrary,"Gayakwad, Ramakant A.",9789390325443,4th ed.,2021
,Open Channel Flow,PHI,Civil Engineering,https://elibrary.phindia.com/ebooks/reader/9789354433450,"Das, Madan Mohan",9789354433450,,2023
,Open Plan,Bloomsbury Design Library 2021 Collection,Office layout--History,https://doi.org/10.5040/9781350044753?locatt=label:secondary_bloomsburyVisualArts,Jennifer Kaufmann-Buhler (ed),9781350044753,,2021
,Open Semantic Technologies for Intelligent System,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60447-9,"Vladimir Golenkov, Victor Krasnoproshin, Vladimir Golovko, Elias Azarov",9783030604479,,2020
,Open Source Intelligence and Cyber Crime,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-41251-7,"Mohammad A. Tayebi, Uwe Glässer, David B. Skillicorn",9783030412517,,2020
,Open Source Systems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-47240-5,"Vladimir Ivanov, Artem Kruglov, Sergey Masyagin, Alberto Sillitti, Giancarlo Succi",9783030472405,,2020
,Open Systems Approach to Quantum Optics,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-47620-7,Howard Carmichael,9783540476207,18,1993
,OpenMP: Portable Multi-Level Parallelism on Modern Systems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-58144-2,"Kent Milfeld, Bronis R. de Supinski, Lars Koesterke, Jannis Klinkenberg",9783030581442,,2020
,Operating System Concepts,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/282084,"Abraham Silberschatz, Peter B. Galvin, Gerg Gagne",9788126596324,9th ed.,2020
,Operating System Security,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02333-0,Trent Jaeger,9783031023330,,2008
,Operating Systems Engineering,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-11604-4,"Mamoru Maekawa, Laszio A. Belady",9783540394242,143,1982
,Operating Systems of the 90s and Beyond,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0024513,"Arthur Karshmer, Jürgen Nehmer",9783540466307,563,1991
,Operating Systems: An Advanced Course,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-08755-9,"R. Bayer, R. M. Graham, G. Seegmüller",9783540358800,60,1978
,"Operating Systems: Internals and Design Principles, Global Edition",Pearson Education,Computer Science/IT,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5186478,"Stallings, William",9781292214306,9th ed.,2018
,Operating Systems: Proceedings of an International Symposium held at Rocquencourt,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0029350,"E. Gelenbe, C. Kaiser",9783540378051,16,1974
,Operational Leadership Using Quantitative Decision Making,Synthesis Collection of Technology (R0),Business and Management,https://doi.org/10.1007/978-3-031-67565-2,Deandra Cassone,9783031675652,,2025
,Operational Quantum Physics,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-49239-9,"Paul Busch, Marian Grabowski, Pekka J. Lahti",9783540492399,31,1995
,Operations Research and Enterprise Systems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-37584-3,"Greg H. Parlier, Federico Liberatore, Marc Demange",9783030375843,,2020
,Operations Research Methods,SAGE Publications Ltd,Research Methods,https://doi.org/10.4135/9781412985352,Stuart S. Nagel; Marian Neef,9781412985352,,1976
,"Operations Research: An Introduction, Global Edition",Pearson Education,"Mathematics, Engineering, Business/Management, Engineering: General",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5185974,"Taha, Hamdy A.",9781292165561,10th ed.,2017
,Operator Algebras and their Connections with Topology and Ergodic Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0074873,"Huzihiro Araki, Calvin C. Moore, Şerban-Valentin Stratila, Dan-Virgil Voiculescu",9783540395140,1132,1985
,Ophthalmic Medical Image Analysis,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-63419-3,"Huazhu Fu, Mona K. Garvin, Tom MacGillivray, Yanwu Xu, Yalin Zheng",9783030634193,,2020
,Optical Cryptosystems,Institute of Physics Publishing ,"Physcis , Optics and photonics",https://iopscience.iop.org/book/978-0-7503-2220-1,"Nishchal, N K",9780750322188,,2020
,Optical Electronics,Cambridge University Press,"Physics and Astronomy,Engineering, Optics, Optoelectronics and Photonics,Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9781139167857,Ghatak/Thyagarajan,9781139167857,,2016
,Optical Fiber Multiplexing and Emerging Techniques — SDM and OAM,Institute of Physics Publishing ,"Physcis , Optics and photonics",https://iopscience.iop.org/book/978-1-68174-569-5,"Murshid, S H",9781681745688,,2018
,Optical Interconnects,Synthesis Collection of Technology (R0),"Engineered Materials, Dielectrics and Plasmas",https://doi.org/10.1007/978-3-031-02553-2,"Ray T. Chen, Chulchae Choi",9783031025532,,2008
,Optical Interferometry,Elsevier,"Physics, Optics",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=288751&query=,"Hariharan, P.",9780080473642,2nd ed.,2003
,Optical measurement methods in biomechanics,Springer US,"Life Sciences, Characterization and Evaluation of Materials, ",http://link.springer.com/10.1007/b102366,"Orr,J. F.",9780585352282,,1997
,Optical Nanomanipulation,Institute of Physics Publishing ,"Physcis , Optics and photonics",https://iopscience.iop.org/book/978-1-6817-4465-0,"Andrews, D L",9781681744643,,2016
,Optical Network Design and Modeling,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-38085-4,"Anna Tzanakaki, Manos Varvarigos, Raul Muñoz, Reza Nejabati, Noboru Yoshikane, Markos Anastasopoulos, Johann Marquez-Barja",9783030380854,,2020
,Optical Properties of Graphene in Magnetic and Electric Fields,Institute of Physics Publishing ,"Physcis , Materials",https://iopscience.iop.org/book/978-0-7503-1566-1,"Lin, C",9780750315647,,2017
,Optical WDM Networks,Springer US,"Communications Engineering, Electrical Engineering, Computer Communication Networks",http://link.springer.com/10.1007/b115953,"Sivalingam, Krishna M.",9780306470219,,2002
,Optics,McGraw Hill,Science,https://resolver.vitalsource.com/9789390113606/?brand=mcgrawhillindia.vitalsource.com  ,Ajoy Ghatak,,7th ed.,2020
,Optics,McGraw Hill,Science,https://resolver.vitalsource.com/9789355329103,Ajoy Ghatak,,8th ed.,2025
,Optics,Pearson,Physical Sciences,https://ebooks.elibrary.in.pearson.com/wr/launchbook.html?id=10032022,Hecht,9789353942595,5th ed.,2019
,Optics,Tata McGraw Hill,"Science, Physics",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5121155&query=,Ajoy Ghatak,9780071336659,4th ed.,2008
,Optics — The science of light,Institute of Physics Publishing ,"Physcis , Optics and photonics",https://iopscience.iop.org/book/978-1-64327-676-2,"Ewart, P",9780750330091,,2019
,Optics and nonlinear optics of liquid crystals,World Scientific,Optics,https://www.worldscientific.com/worldscibooks/10.1142/1630#t=toc,"Khoo, Iam-Choon &Wu.",9789814295031,,1993
,"Optics, Light and Lasers",Wiley,"Physics, Photonics-Physics",https://onlinelibrary.wiley.com/doi/book/10.1002/9783527618873,Dieter Meschede,9783527618873,2nd ed.,2006
,Optimal Algorithms,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51859-2,Hristo Djidjev,9783540468318,401,1989
,Optimal Control of Nonsmooth Distributed Parameter Systems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0085564,Dan Tiba,9783540467557,1459,1990
,Optimal Control of Partial Differential Equations,American Mathematical Society, Controltheory,https://www.ams.org/books/gsm/112/,Fredi Troltzsch,9781470411749,,2010
,Optimal Control Theory for the Damping of Vibrations of Simple Elastic Systems,Springer,Control Theory,http://dx.doi.org/10.1007/BFb0058905,Vadim Komkov,9783540371212,253,1972
,Optimal Periodic Control,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0077931,Fritz Colonius,9783540391708,1313,1988
,Optimal Processes on Manifolds,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0067450,Roel Nottrot,9783540395515,963,1982
,Optimization,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0083581,Szymon Dolecki,9783540468677,1405,1989
,Optimization Algorithms for Distributed Machine Learning,Synthesis Collection of Technology (R0),Artificial Intelligence,https://doi.org/10.1007/978-3-031-19067-4,Gauri Joshi,9783031190674,,2023
,Optimization and Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-38603-0,"Milojica Jaćimović, Michael Khachay, Vlasta Malkova, Mikhail Posypkin",9783030386030,,2020
,Optimization and Learning,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-41913-4,"Bernabé Dorronsoro, Patricia Ruiz, Juan Carlos de la Torre, Daniel Urda, El-Ghazali Talbi",9783030419134,,2020
,Optimization and Mathematical Modeling in Computer Architecture,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01773-5,"Karthikeyan Sankaralingam, Michael Ferris, Tony Nowatzki, Cristian Estan, Nilay Vaish, David Wood",9783031017735,,2014
,Optimization and Optimal Control,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0079162,"Roland Bulirsch, Werner Oettli, Josef Stoer",9783540375913,477,1975
