langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Introduction to Embedded Systems,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-79824-5,David Russell,9783031798245,,2010
,"Introduction to Energy Conversion, Volume III",New Age International,"Engineering , Mechanical",http://elib4u.ipublishcentral.com/product/introduction-to-energy-conversion-volume-iii ,"V Kadambi  , Manohar Prasad",9788122447828,2nd ed.,1976
,"Introduction to Energy Conversion, Volume-I",New Age International,"Mechanical , Chemical & Biochemical , Engineering",http://elib4u.ipublishcentral.com/product/introduction-to-energy-conversion-volumei ,"V Kadambi  , Manohar Prasad",9788122470482,,1974
,"Introduction to Energy Conversion, Volume-II",New Age International,"Engineering , Chemical & Biochemical",http://elib4u.ipublishcentral.com/product/introduction-to-energy-conversion-volumeii ,"V Kadambi  , Manohar Prasad",9788122470499,,2011
,Introduction to Engineering : A Starter's Guide with Hands-On Digital Multimedia and Robotics Explorations,Synthesis Collection of Technology (R0),Engineering Profession,https://doi.org/10.1007/978-3-031-79315-8,"Lina Karam, Naji Mounsef",9783031793158,,2008
,Introduction to Engineering :A Starter's Guide with Hands-On Analog Multimedia Explorations,Synthesis Collection of Technology (R0),Engineering Profession,https://doi.org/10.1007/978-3-031-79318-9,"Lina Karam, Naji Mounsef",9783031793189,,2008
,Introduction to Engineering Design,Synthesis Collection of Technology (R0),Engineering Design,https://doi.org/10.1007/978-3-031-02093-3,"Ann Saterbak, Matthew Wettergreen",9783031020933,,2021
,Introduction to Engineering Research,Synthesis Collection of Technology (R0),"Engineering Profession, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02083-4,Wendy C. Crone,9783031020834,,2020
,Introduction to environmental engineering and science,Pearson,STEM,https://admin.elibrary.in.pearson.com/api/1.0/org/10032022/launchlibrary,"Masters, Gilbert M.",9781292038179,3rd ed.,2015
,Introduction to Evaluation,SAGE Publications Ltd,Research Evaluation,https://doi.org/10.4135/9781473983151,Chris Fox,9781473983151,,2016
,Introduction to Exponential Random Graph Modeling,SAGE Publications Ltd,"Graph, Modeling",https://doi.org/10.4135/9781452270135,Jenine K. Harris,9781452270135,,2014
,Introduction to Facet Theory,SAGE Publications Ltd,"Psychology, Research Methodology",https://doi.org/10.4135/9781412984645,Dov Elizur; Samuel Shye,9781412984645,,1994
,Introduction to Factor Analysis,SAGE Publications Ltd,Factor Analysis,https://doi.org/10.4135/9781412984652,Jae-On Kim; Charles W. Mueller,9781412984652,,1978
,Introduction to fiber optics,Cambridge University Press,Mathematics,https://doi.org/10.1017/CBO9781139174770,"Ghatak, Ajoy and Thyagarajan K.",9781139174770,,2022
,Introduction to financial accounting,Pearson,Business & Economics,https://admin.elibrary.in.pearson.com/api/1.0/org/10032022/launchlibrary,"Horngren, Charles T. &Sundem",9781292056395,11th ed.,2017
,Introduction to Financial Models for Management and Planning,Taylor & Francis,"Economics, Finance, Business & Industry, Mathematics & Statistics, Finance, Applied Mathematics, Statistics & Probability",www.taylorfrancis.com/books/9781315119960,"Morris , James R.",9781315119960,2nd ed.,2017
,Introduction to Finite Element  A Numeric Method for Engineering Analysis,CBS Publishers,Civil Engineering,http://www.eduport-global.com/product/introduction-to-finite-element-numeric-method-for-engineering-analysis,"Desai, Abel",9789389185058,,2020
,Introduction to Finite Element Analysis Using Matlab Tools,Synthesis Collection of Technology (R0),Mechanical Engineering,https://doi.org/10.1007/978-3-031-17540-4,Shuvra Das,9783031175404,,2023
,Introduction to Finite Elements in Engineering,Pearson,Mechanical Engineering,https://ebooks.elibrary.in.pearson.com/wr/launchbook.html?id=10032022,T. R. Chandrupatla,9781292014029,4th ed.,2011
,Introduction to Finite Elements in Engineering : International Edition,Pearson Education,"Engineering: General, Engineering: Civil, Engineering",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5173877,"Chandrupatla, Tirupathi R.;Belegundu, Ashok D.",9781292014029,4th ed.,2012
,Introduction to Focused Ion Beam Nanometrology,Institute of Physics Publishing ,"Physcis , Instrumentation and measurement",https://iopscience.iop.org/book/978-1-6817-4084-3,"Cox, D C",9781681740201,,2015
,Introduction to Fourier Analysis and Wavelets,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/102/,Mark A. Pinsky,9781470411664,,2006
,Introduction to Fully Integrated Mixed Methods Research,SAGE Publications Ltd,Research,https://doi.org/10.4135/9781071802823,Creamer,9781071802823,,2018
,Introduction to Generalized Linear Models,SAGE Publications Ltd,Linear Model,https://doi.org/10.4135/9781412983273,George H. Dunteman; Moon-Ho R. Ho,9781412983273,,2006
,Introduction to Graph Neural Networks,Synthesis Collection of Technology (R0),"Communication, Networking and Broadcast Technologies, Components, Circuits, Devices and Systems, Computing and Processing",https://doi.org/10.1007/978-3-031-01587-8,"Zhiyuan Liu, Jie Zhou",9783031015878,,2020
,Introduction to Graph Signal Processing,Cambridge University Press,Engineering,https://doi.org/10.1017/9781108552349,Antonio Ortega,9781108552349,,2021
,Introduction to Grobner Bases,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/003/,William W. Adams; Philippe Loustaunau,9781470411398,,1994
,Introduction to Grothendieck Duality Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060932,"Allen Altman, Steven Kleiman",9783540363095,146,1970
,Introduction to Harmonic Analysis on Reductive P-adic Groups. (MN-23),Princeton University Press,General Mathematics,http://www.degruyter.com/isbn/9781400871131,"Silberger, Allan G.",9781400871131,,1979
,Introduction to Information Systems: Supporting and Transforming Business,Wiley India,Management,https://ebooks.wileyindia.com/product-details/348565,Rainer,9789354643170,9th ed.,2022
,Introduction to Intelligent Systems in Traffic and Transportation,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01565-6,"Ana L.C. Bazzan, Franziska Klügl",9783031015656,,2014
,Introduction to IoT,Cambridge University Press,"Communications and Signal Processing, Engineering, Computer Science, Distributed, Networked and Mobile Computing",https://doi.org/10.1017/9781108913560,Misra,9781108913560,,2012
,Introduction to Kalman Filtering with MATLAB Examples,Synthesis Collection of Technology (R0),"Signal Processing and Analysis, Computing and Processing",https://doi.org/10.1007/978-3-031-02536-5,"Narayan Kovvali, Mahesh Banavar, Andreas Spanias",9783031025365,,2014
,Introduction to Kinematics and Dynamics of Machinery,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-79593-0,Cho W. S. To,9783031795930,,2018
,Introduction to Laplacian Spectral Distances and Kernels,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02593-8,Giuseppe Patanè,9783031025938,,2017
,Introduction to Laser Technology,Wiley,"Physical Sciences & Engineering, Electrical & Electronics Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/0471723126,Hitz,9780471723127,3rd ed.,2001
,Introduction to Layout Design and Automation of Photonic Integrated Circuits,Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-25288-4,Ahmadreza Farsaei,9783031252884,,2023
,Introduction to Lie Groups and Transformation Groups,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0097829,Philippe Tondeur,9783540360896,7,1965
,Introduction to Linear Goal Programming,SAGE Publications Ltd,Linear Goal Programming,https://doi.org/10.4135/9781412984669,James P. Ignizio,9781412984669,,1985
,Introduction to Linear Regression Analysis,Wiley India,Sciences,https://ebooks.wileyindia.com/product-details/448099,Montgomery,9789357465557,6th ed.,2023
,Introduction to Linguistic Annotation and Text Analytics,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02132-9,Graham Wilcock,9783031021329,,2009
,Introduction to Liquid Crystals,Institute of Physics Publishing ,"Physcis , Materials",https://iopscience.iop.org/book/978-1-64327-684-7,"DiLisi, G A",9780750330077,,2019
,Introduction to Logic,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01798-8,"Michael Genesereth, Eric Kao",9783031017988,,2012
,Introduction to Logic,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01799-5,"Michael Genesereth, Eric Kao",9783031017995,2nd ed.,2013
,Introduction to Logic,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-01801-5,"Michael Genesereth, Eric J. Kao",9783031018015,3rd ed.,2017
,Introduction to Logic Circuit Testing,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-79785-9,Parag K. Lala,9783031797859,,2009
,Introduction to Logic Programming,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01586-1,"Michael Genesereth, Vinay K. Chaudhri",9783031015861,,2020
,Introduction to Logic Synthesis using Verilog HDL,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-79743-9,"Robert B. Reese, Mitchell A. Thornton",9783031797439,,2006
,Introduction to Machine Learning,Springer Nature,Computer Science,https://doi.org/10.1007/978-3-030-81935-4,Miroslav Kubat,9783030819354,,2021
,Introduction to Machine Learning with Security,Synthesis Collection of Technology (R0),Machine Learning,https://doi.org/10.1007/978-3-031-59170-9,"Pramod Gupta, Naresh Kumar Sehgal, John M. Acken",9783031591709,2nd ed.,2025
,Introduction to magnetic materials,Wiley,Magnetism,https://onlinelibrary.wiley.com/doi/book/10.1002/9780470386323,"B. D. Cullity, C. D. Graham",9780470386323,2nd ed.,2008
,Introduction to MATLAB for Behavioral Researchers,SAGE Publications Ltd,"Psychology, Research",https://doi.org/10.4135/9781506335131,Christopher R. Madan,9781506335131,,2014
,Introduction to Measure and Integration,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/045/,Inder K. Rana,9781470420963,2nd ed.,2009
,Introduction to Medical Image Analysis,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-39364-9,"Rasmus R. Paulsen, Thomas B. Moeslund",9783030393649,,2020
,Introduction to Modeling and Analysis of Stochastic Systems,Springer Nature,Mathematics and Statistics,https://doi.org/10.1007/978-1-4419-1772-0,V. G. Kulkarni,9781441917720,,2011
,Introduction to Models of Online Peer-to-Peer Social Networking,Synthesis Collection of Technology (R0),"Communication, Networking and Broadcast Technologies",https://doi.org/10.1007/978-3-031-79998-3,George Kesidis,9783031799983,,2011
,Introduction to Molecular Magnetism - From Transition Metals to Lanthanides,Wiley,"Chemistry, Inorganic Chemistry",https://onlinelibrary.wiley.com/doi/book/10.1002/9783527690541,Gatteschi,9783527690541,,2015
,Introduction to Multivariable Mathematics,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-02394-1,Leon Simon,9783031023941,,2008
,Introduction to Nanoelectronics,Cambridge University Press,"Physics and Astronomy,Engineering, Condensed Matter Physics, Nanoscience and Mesoscopic Physics,Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9780511809095,Mitin/Kochelap/Stroscio,9780511809095,,2012
,Introduction to Noise-Resilient Computing,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-79855-9,"Svetlana N. Yanushkevich, Seiya Kasai, Golam Tangim, A.H. Tran",9783031798559,,2013
,Introduction to Nonparametric Item Response Theory,SAGE Publications Ltd,Nonparametric statistics,https://doi.org/10.4135/9781412984676,Klaas Sijtsma; Ivo W. Molenaar,9781412984676,,2002
,Introduction to Nuclear Engineering,Pearson,Physics,https://ebooks.elibrary.in.pearson.com/wr/launchbook.html?id=10032022,Lamarsh J. R,9781292038230,3rd ed.,2017
,Introduction to Numerical Methods for the Physical Sciences,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02085-8,Colm T. Whelan,9783031020858,,2020
,Introduction to Numerical Methods in Chemical Engineering,PHI,Chemical,https://elibrary.phindia.com/ebooks/reader/9789389347173,"Ahuja, Pradeep",9789389347173,2nd ed.,2019
,Introduction to Online Learning,SAGE Publications Ltd,Online Learning,https://doi.org/10.4135/9781452226491,Julie L. Globokar,9781452226491,,2010
,Introduction to Operating Systems : Concepts and Practice (Gnu/Linux And Windows),PHI,Computer,https://elibrary.phindia.com/ebooks/reader/9789387472884,"Bhatt, Pramod Chandra P.",9789387472884,5th ed.,2019
,Introduction to Operations Research,McGraw Hill,Operations & DecisionSciences,https://resolver.vitalsource.com/9789354601217/?brand=mcgrawhillindia.vitalsource.com  ,"Fredericks.Hillier,Geraldj.Lieberman,Bodhibratanag,Preetambasu",,11th ed.,2021
,Introduction to Operations Research (SIE),Tata McGraw Hill,Management,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5121146&query=,Frederick S Hillier,9780071336758,8th ed.,2007
,Introduction to Optics and Lasers in Engineering,Cambridge University Press,"Physics and Astronomy,Engineering, Optics, Optoelectronics and Photonics,Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9781139174190,Laufer,9781139174190,,2022
,Introduction to Optics I,Synthesis Collection of Technology (R0),Photonics and Electrooptics,https://doi.org/10.1007/978-3-031-02387-3,Ksenia Dolgaleva,9783031023873,,2021
,Introduction to Parallel Computing,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/282542,Chiplunkar,9788126590803,,2020
,Introduction to Parallel Programming,Cambridge University Press,"Computer Science,Engineering,Engineering Mathematics and Programming,Scientific Computing, Scientific Software",https://doi.org/10.1017/9781009071314,Kumar,9781009071314,,2012
,Introduction to Parallel Programming,Elsevier,Computing,https://www.sciencedirect.com/science/book/9780123742605,Peter S. Pacheco,,,2011
,Introduction to Partial Differential Equations,Synthesis Collection of Technology (R0),"Computing and Processing, Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-02413-9,Daniel J. Arrigo,9783031024139,,2018
,Introduction to Partial Differential Equations,Synthesis Collection of Technology (R0),"Computing and Processing, Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-22087-6,Daniel Arrigo,9783031220876,2nd ed.,2023
,Introduction to Particle Technology,Wiley,"Chemistry, Chemical Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/9780470727102,Rhodes,9780470727102,2nd ed.,2008
,"Introduction to Pharmaceutical Biotechnology, Vol.1 : Basic techniques and concepts",Institute of Physics Publishing ,"Physcis , Biomedical engineering",https://iopscience.iop.org/book/978-0-7503-1299-8,"Bhatia, S",9780750313001,,2018
,"Introduction to Pharmaceutical Biotechnology, Vol.2 : Enzymes, proteins and bioinformatics",Institute of Physics Publishing ,"Physcis , Biomedical engineering",https://iopscience.iop.org/book/978-0-7503-1302-5,"Bhatia, S",9780750313032,,2018
,"Introduction to Pharmaceutical Biotechnology, Vol.3 : Animal tissue culture and biopharmaceuticals",Institute of Physics Publishing ,"Physcis , Biomedical engineering",https://iopscience.iop.org/book/978-0-7503-1347-6,"Bhatia, S",9780750313483,,2019
,Introduction to Photon Communication,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-49206-1,Cherif Bendjaballah,9783540492061,29,1995
,Introduction to Photonic and Phononic Crystals and Metamaterials,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Photonics and Electrooptics",https://doi.org/10.1007/978-3-031-02384-2,Arthur R. McGurn,9783031023842,,2020
,Introduction to Physical Polymer Science,Wiley,"Physical Sciences & Engineering, Materials Science",https://onlinelibrary.wiley.com/doi/book/10.1002/0471757128,Sperling,9780471757122,4th ed.,2005
,Introduction to Plasma Physics and Controlled Fusion,Springer Nature,Physics and Astronomy,https://doi.org/10.1007/978-3-319-22309-4,Francis Chen,9783319223094,,2016
,"Introduction to Plasma Physics and Its Space Applications, Volume 1 — Fundamentals and elementary processes",Institute of Physics Publishing ,"Physcis , Plasmas",https://iopscience.iop.org/book/978-1-64327-174-3,"Conde, L",9780750329613,,2018
,Introduction to Polymer Physics,Cambridge University Press,"Engineering, Materials Science",https://doi.org/10.1017/CBO9780511801280,Bower,9780511801280,,2019
,Introduction to Polymer Viscoelasticity,Wiley,"Physical Sciences & Engineering, Materials Science",https://onlinelibrary.wiley.com/doi/book/10.1002/0471741833,Shaw,9780471741831,3rd ed.,2005
,Introduction to Power Analysis,SAGE Publications Ltd,Power Analysis,https://doi.org/10.4135/9781506343105,E. C. Hedberg,9781506343105,,2017
,Introduction to Probability and Statistics,Wiley,"Mathematics & Statistics, Statistics",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118799635,Rohatgi,9781118799635,3rd ed.,2015
,Introduction to Probability and Stochastic Processes with Applications,Wiley,"Mathematics & Statistics, Statistics",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118344972,Blanco Castaned,9781118344972,,2012
,Introduction to Probability Models,Academic Press,"Mathematics, Probability & Statistics",https://www.sciencedirect.com/science/book/9780128143469,"Ross, Sheldon M.",9780128143469,12th ed.,2019
,Introduction to Probability Models,Elsevier,"Mathematics, Probability & Statistics",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=629932&query=,"Ross, Sheldon M.",9780123756879,12th ed.,2019
,Introduction to Probability Models,Elsevier,Mathematical Sciences ,https://www.sciencedirect.com/science/book/9780443187612,"Ross, Sheldon M.",9780443187612,13th ed.,2023
,"Introduction to Probability, Statistical Methods, Design of Experiments and Statistical Quality Control",Springer Nature,Mathematics and Statistics,https://doi.org/10.1007/978-981-99-9363-5,"Dharmaraja Selvamuthu, Dipayan Das",9789819993635,,2024
,Introduction to Programming Languages: Simultaneous Learning in Multiple Coding Environments,Synthesis Collection of Technology (R0),Computer Science,https://doi.org/10.1007/978-3-031-23277-0,Paul A. Gagniuc,9783031232770,,2023
,Introduction to Proofs with Set Theory,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02426-9,"Daniel Ashlock, Colin Lee",9783031024269,,2020
,Introduction to Quadratic Forms over Fields,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/067/,T.Y. Lam,9781470421083,,1994
,Introduction to Qualitative Research,SAGE Publications Ltd,Qualitative Research,https://doi.org/10.4135/9781071802694,Rossman,9781071802694,,2017
,Introduction to Quantitative Research Methods,SAGE Publications Ltd,"Social sciences, Research Methodology",https://doi.org/10.4135/9781849209380,Mark Balnaves; Peter Caputi,9781849209380,,2001
,Introduction to Quantum Field Theory,Cambridge University Press,"Mathematical Physics,Particle Physics and Quantum Field Theory,Physics and Astronomy",https://doi.org/10.1017/9781108624992,Nastase,9781108624992,,2018
,Introduction to Quantum Groups and Crystal Bases,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/042/,Jin Hong,9781470420932,,2002
,Introduction to Quantum Mechanics,Cambridge University Press,"Electronic, Optoelectronic Devices, and Nanotechnology,Engineering,Physics and Astronomy,Quantum Physics and Quantum Information",https://doi.org/10.1017/9781316995433,Griffiths,9781316995433,3rd ed.,2013
,Introduction to Quantum Mechanics,Synthesis Collection of Technology (R0),Mathematical Physics,https://doi.org/10.1007/978-3-031-49078-1,Horst R. Beyer,9783031490781,,2024
,Introduction to Quantum Mechanics: Pearson New International Edition,Pearson Education UK,"Science: Physics, Science",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5137911,"Griffiths, David J",9781292037141,2nd ed.,2014
,Introduction to Quantum Monte Carlo Methods,Institute of Physics Publishing ,"Physcis , Quantum science",https://iopscience.iop.org/book/978-1-6817-4109-3,"Pang, T",9781681740454,,2016
,Introduction to Quantum Optics — An open systems approach,Institute of Physics Publishing ,"Physcis , Optics and photonics",https://iopscience.iop.org/book/978-0-7503-1713-9,"Rice, P D P",9780750317115,,2020
,Introduction to Quantum Theory,Institute of Physics Publishing ,"Physcis , Quantum science",https://iopscience.iop.org/book/978-0-7503-1167-0,"Greensite, J",9780750311687,,2016
,Introduction to Quantum-State Estimation,World Scientific,"Physics, Quantum Physics / Quantum Mechanics / Quantum Information",https://www.worldscientific.com/worldscibooks/10.1142/9617#t=toc,Teo Yong Siah,9789814678858,,2015
,Introduction to R for Terrestrial Ecology,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-27603-4,"Milena Lakicevic, Nicholas Povak, Keith M. Reynolds",9783030276034,,2020
,Introduction to Real Analysis,Wiley India,Sciences,https://ebooks.wileyindia.com/product-details/285455,Bartle,9789354244698,4th ed.,2021
,Introduction to Reconfigurable Supercomputing,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01726-1,"Marco Lanzagorta, Stephen Bique, Robert Rosenberg",9783031017261,,2010
,Introduction to Refrigeration and Air Conditioning Systems,Synthesis Collection of Technology (R0),"Engineered Materials, Dielectrics and Plasmas, Components, Circuits, Devices and Systems, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79579-4,Allan Kirkpatrick,9783031795794,,2017
,Introduction to Refrigeration and Air Conditioning Systems,Synthesis Collection of Technology (R0),"Engineered Materials, Dielectrics and Plasmas, Components, Circuits, Devices and Systems, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-16776-8,Allan Kirkpatrick,9783031167768,2nd ed.,2023
,"Introduction to Riemann Surfaces, Algebraic Curves and Moduli Spaces",Springer,Physics,http://dx.doi.org/10.1007/BFb0113492,Martin Schlichenmaier,9783540459347,322,1989
,Introduction to Robotics,McGraw Hill,Mechanical Engineering,https://resolver.vitalsource.com/9789332902817/?brand=mcgrawhillindia.vitalsource.com  ,"Saha, S. K.",,2nd ed.,2014
,Introduction to Robotics,McGraw Hill,Science,https://resolver.vitalsource.com/9789355327925,"Saha, S. K.",,3rd ed.,2025
,Introduction to Rock Mechanics,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/471261,Richard E. Goodman,9789357465458,2nd ed.,2024
,Introduction to Scanning Tunneling Microscopy,Oxford University Press,Condensed Matter Physics,https://doi.org/10.1093/oso/9780198856559.001.0001,J. Chen,9780191889905,3rd ed.,2021
,Introduction to Secure Outsourcing Computation,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02348-4,Xiaofeng Chen,9783031023484,,2016
,Introduction to Semi-Supervised Learning,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01548-9,"Xiaojin Zhu, Andrew. B Goldberg",9783031015489,,2009
,Introduction to Ship-to-Ship Transfers for Oil Tankers,Synthesis Collection of Technology (R0),Mechanical Engineering,https://doi.org/10.1007/978-3-031-74802-8,Alexander Arnfinn Olsen,9783031748028,,2025
,"Introduction to Simulation Methods for Gas Discharge Plasmas — Accuracy, reliability and limitations",Institute of Physics Publishing ,"Physcis , Plasmas",https://iopscience.iop.org/book/978-0-7503-2360-4,"Rafatov, I",9780750323581,,2020
,Introduction to Smart Antennas,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-01533-5,"Constantine A. Balanis, Panayiotis I. Ioannides",9783031015335,,2007
,Introduction to Soft Matter - Synthetic and Biological Self-Assembling Materials Revised,Wiley,"Physical Sciences & Engineering, Materials Science",https://onlinelibrary.wiley.com/doi/book/10.1002/9780470517338,Hamley,9780470517338,,2007
,"Introduction to Statistical Methods, Design of Experiments and Statistical Quality Control",Springer Nature,Mathematics and Statistics,https://doi.org/10.1007/978-981-13-1736-1,"Dharmaraja Selvamuthu, Dipayan Das",9789811317361,,2018
,Introduction to Statistics for Biomedical Engineers,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01620-2,Kristina M. Ropella,9783031016202,,2007
,Introduction to Statistics Using R,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02419-1,Mustapha Akinkunmi,9783031024191,,2019
,Introduction to Structural Equation Modeling Using IBM SPSS Statistics and Amos,SAGE Publications Ltd,Structural equation modeling,https://doi.org/10.4135/9781526402257,Niels Blunch,9781526402257,2nd ed.,2013
,Introduction to Structural Equation Modelling Using SPSS and Amos,SAGE Publications Ltd,Structural equation modeling,https://doi.org/10.4135/9781446249345,Niels Blunch,9781446249345,,2008
,Introduction to Support Vector Machines and Other Kernel-based Learning Methods,Cambridge University Press,"Computer Science, Computational Biology and Bioinformatics,Pattern Recognition and Machine Learning",https://doi.org/10.1017/CBO9780511801389,Cristianini/Shawe-Taylor,9780511801389,,2012
,Introduction to Supramolecular Chemistry,Springer Netherlands,"Physical Chemistry, Analytical Chemistry, Chemistry/Food Science",http://link.springer.com/10.1007/0-306-47587-1,"Dodziuk, Helena ",9780306475870,,2002
,Introduction to Survey Sampling,SAGE Publications Ltd,Survey Sampling,https://doi.org/10.4135/9781412984683,Graham Kalton,9781412984683,,1983
,Introduction to Surveying and Geomatics Engineering,CBS Publishers,Civil,https://eduport-global.com/product/introduction-to-surveying-geomatics-engineering,P K Garg,9789354668609,,2024
,Introduction to Symbolic Plan and Goal Recognition,Synthesis Collection of Technology (R0),"Computing and Processing, Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-01589-2,"Reuth Mirsky, Sarah Keren, Christopher Geib",9783031015892,,2021
,Introduction to Symmetry and Group Theory for Chemists,Springer Netherlands,"Physical Chemistry, Plasma Physics, Atomic, Molecular and Optical Physics",http://link.springer.com/10.1007/1-4020-2151-8,"Lesk, Arthur M.",9781402021510,,2004
,Introduction to Symplectic Geometry,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/026/,Rolf Berndt,9781470420819,,2004
,Introduction to Systems Thinking and Interdisciplinary Engineering,Synthesis Collection of Technology (R0),Industrial and Production Engineering,https://doi.org/10.1007/978-3-031-18239-6,Horst Czichos,9783031182396,,2022
,Introduction to Text Mining,SAGE Publications Ltd,Text Mining,https://doi.org/10.4135/9781506336985,Gabe Ignatow,9781506336985,,2018
,Introduction to the $h$-Principle,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/048/,Y. Eliashberg; N. Mishachev,9781470417963,,2002
,Introduction to the Comparative Method With Boolean Algebra,SAGE Publications Ltd,Boolean Algebra,https://doi.org/10.4135/9781412984690,Daniele Caramani,9781412984690,,2009
,Introduction to the Development of Web Applications Using ASP .Net (Core) MVC,Synthesis Collection of Technology (R0),Computer Science,https://doi.org/10.1007/978-3-031-30626-6,Razvan Alexandru Mezei,9783031306266,,2024
,Introduction to the Finite Element Method in Electromagnetics,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-01689-9,Anastasis C. Polycarpou,9783031016899,,2006
,Introduction to the Finite-Difference Time-Domain (FDTD) Method for Electromagnetics,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-01712-4,Stephen Gedney,9783031017124,,2011
,Introduction to the Gas Phase,Institute of Physics Publishing ,"Physcis , Atomic and molecular physics",https://iopscience.iop.org/book/978-1-6817-4692-0,"Vallance, C",9781681746937,,2017
,Introduction to the Light-Emitting Diode,Synthesis Collection of Technology (R0),Materials Science,https://doi.org/10.1007/978-3-031-30716-4,Hisashi Masui,9783031307164,,2023
,Introduction to the Light-Emitting Diode,Synthesis Collection of Technology (R0),Materials Science,https://doi.org/10.1007/978-3-031-59971-2,Hisashi Masui,9783031599712,2nd ed.,2024
,Introduction to the Locally Corrected Nystrom Method,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-01710-0,"Andrew Peterson, Malcolm Bibby",9783031017100,,2010
,Introduction to the Mathematics of Finance,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/072/,R. J. Williams,9781470418052,,2000
,Introduction to the Mechanics of Solids (In SI Units),McGraw Hill,Mechanical Engineering,https://resolver.vitalsource.com/9781259084393/?brand=mcgrawhillindia.vitalsource.com  ,Stephen H Crandall,,3rd ed.,2012
