langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Approximation and Optimization,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089578,"Juan Alfredo Gómez-Fernandez, Francisco Guerra-Vázquez, Guillermo López-Lagomasino, Miguel A. Jiménez-Pozo",9783540460053,1354,1988
,Approximation Methods for Navier-Stokes Problems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0086897,Reimund Rautmann,9783540385509,771,1980
,Approximation Methods in Optimization of Nonlinear Systems,De Gruyter,Differential Equations and Dynamical Systems,http://www.degruyter.com/isbn/9783110668520,"Kogut, Peter I. / Kupenko, Olga P.",9783110668520,,2020
,Approximation of Continuous Functions by Positive Linear Operators,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0059493,Ronald A. DeVore,9783540379959,293,1972
,Approximation of Euclidean Metric by Digital Distances,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-9901-9,Jayanta Mukhopadhyay,9789811599019,,2020
,Approximation Techniques for Engineers,Taylor & Francis,"Engineering & Technology, Electrical & Electronic Engineering, Mathematics & Statistics for Engineers, Mechanical Engineering",www.taylorfrancis.com/books/9780429225390,"Komzsik , Louis",9780429225390,2nd ed.,2017
,Approximation Theory in Tensor Product Spaces,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075391,"William Allan Light, Elliott Ward Cheney",9783540397410,1169,1985
,"Approximation Theory, Tampa",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0078895,Edward B. Saff,9783540479918,1287,1987
,Approximations Diophantiennes et Nombres Transcendants. Diophantine Approximations and Transcendental Numbers,De Gruyter,"Algebra and Number Theory , Algebra and Number Theory",http://www.degruyter.com/isbn/9783110861440,"Philippon, Patrice",9783110861440,,1992
,Arc Welding Qualification Standards,Synthesis Collection of Technology (R0),Materials Engineering,https://doi.org/10.1007/978-3-031-64646-1,Darren Barborak,9783031646461,,2025
,Archi.Pop: Mediating Architecture in Popular Culture,Bloomsbury Design Library,Architecture and society,https://doi.org/10.5040/9781474293938?locatt=label:secondary_bloomsburyVisualArts,D. Medina Lasansky,9781474293938,,2014
,Archigraphy,Birkhäuser,Design,http://www.degruyter.com/isbn/9783035605556,"Laube, Agnès / Widrig, Michael",9783035605556,,2016
,Architecting Growth in the Digital Era,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-39482-0,"Stefan Henningsson, Gustav Normark Toppenberg",9783030394820,,2020
,Architectural and Operating System Support for Virtual Memory,Synthesis Collection of Technology (R0),"Circuits and Systems, Processor Architectures",https://doi.org/10.1007/978-3-031-01757-5,"Abhishek Bhattacharjee, Daniel Lustig",9783031017575,,2018
,Architectural Intelligence,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-6568-7,"Philip F. Yuan, Mike Xie, Neil Leach, Jiawei Yao, Xiang Wang",9789811565687,,2020
,Architecture for Fast and General Data Processing on Large Clusters,Association for Computing Machinery,Data Management,https://dl.acm.org/citation.cfm?id=2886107,Matei Zaharia,9781970001587,,2016
,Architecture of Computing Systems – ARCS 2020,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52794-5,"André Brinkmann, Wolfgang Karl, Stefan Lankes, Sven Tomforde, Thilo Pionteck, Carsten Trinitis",9783030527945,,2020
,Architecture of David Lynch,Bloomsbury Design Library,Design,https://doi.org/10.5040/9781474293952?locatt=label:secondary_bloomsburyVisualArts,Richard Martin,9781474293952,,2014
,Architecture of Distributed Computer Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-09723-6,Gregor Bochmann,9783540385240,77,1979
,Archival Strategies and Techniques,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781412983471,Michael R. Hill,9781412983471,,1993
,Arduino I,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79915-0,Steven F. Barrett,9783031799150,,2020
,Arduino II,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79919-8,Steven F. Barrett,9783031799198,,2020
,Arduino III,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79923-5,Steven F. Barrett,9783031799235,,2021
,Arduino IV: DIY Robots,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-11209-6,"Tyler Kerr, Steven Barrett",9783031112096,,2022
,Arduino Microcontroller Processing for Everyone!,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79846-7,Steven Barrett,9783031798467,2nd ed.,2012
,Arduino Microcontroller Processing for Everyone!,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79864-1,Steven Barrett,9783031798641,3rd ed.,2013
,Arduino Microcontroller Processing for Everyone! Part I,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79818-4,Steven Barrett,9783031798184,,2010
,Arduino Microcontroller Processing for Everyone! Part II,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79821-4,Steven Barrett,9783031798214,,2013
,Arduino V: Machine Learning,Synthesis Collection of Technology (R0),"Circuits and Systems, Artificial Intelligence",https://doi.org/10.1007/978-3-031-21877-4,Steven F. Barrett,9783031218774,,2023
,Arduino VI,Synthesis Collection of Technology (R0),"Circuits and Systems, Instrumentation",https://doi.org/10.1007/978-3-031-47130-8,Steven F. Barrett,9783031471308,,2024
,Argumentation Mining,Synthesis Collection of Technology (R0),"Computatonal Linguistics, NLP",https://doi.org/10.1007/978-3-031-02169-5,"Manfred Stede, Jodi Schneider",9783031021695,,2019
,Arithmetic Algebraic Geometry,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0084727,"Jean-Louis Colliot-Thélène, Kazuya Kato, Paul Vojta",9783540479093,1553,1993
,Arithmetic Groups,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0094567,James E. Humphreys,9783540391982,789,1980
,Arithmetic of Complex Manifolds,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0095963,"Wolf-P. Barth, Herbert Lange",9783540467915,1399,1989
,Arithmetic of p-adic Modular Forms,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0082111,Fernando Quadros Gouvêa,9783540388548,1304,1988
,Arithmetic on Elliptic Curves with Complex Multiplication,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0096754,Benedict H. Gross,9783540385752,776,1980
,Arithmétique des Algèbres de Quaternions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0091027,Marie-France Vignéras,9783540392378,800,1980
,Around Classification Theory of Models,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0098503,Saharon Shelah,9783540397885,1182,1986
,Art Nouveau,Bloomsbury Design Library,"Design, Fashion",https://doi.org/10.5040/9781350097964.004?locatt=label:secondary_bloomsburyVisualArts,Charlotte Ashby,9781350097964,,NA
,"Art of Enterprise Information Architecture, The: A Systems-Based Approach for Unlocking Business Insight",Pearson India,Business/Management,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5126122,Godinez; Hechler; Koenig; Lockwood; Oberhofer; Schroeck,9788131747308,,2010
,Art of Funding and Implementing Ideas,SAGE Publications Ltd,Research,https://doi.org/10.4135/9781452226484,John M. Carfora; Arnold R. Shore,9781452226484,,2011
,Art of Interaction,Synthesis Collection of Technology (R0),"User Interfaces, Human Computer Interaction",https://doi.org/10.1007/978-3-031-02222-7,Ernest Edmonds,9783031022227,,2018
,Art of Lecturing,Cambridge University Press,"General Science,Engineering, Engineering: General Interest,Science Handbooks",https://doi.org/10.1017/CBO9780511816567,Aarabi,9780511816567,,2011
,Art of Teaching Physics with Ancient Chinese Science and Technology,Synthesis Collection of Technology (R0),"Engineering Design, Materials Engineering",https://doi.org/10.1007/978-3-031-02088-9,Matt Marone,9783031020889,,2020
,Art of Timing Closure,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-49636-4,Khosrow Golshan,9783030496364,,2020
,Art of Writing Reasonable Organic Reaction Mechanisms,Springer New York,"Organic Chemistry, Inorganic Chemistry, Biochemistry",http://link.springer.com/10.1007/b97257,"Grossman, Robert B.",9780387215457,,2003
,"Art, Time and Technology",Bloomsbury Design Library,Art and technology,https://doi.org/10.5040/9781474293617?locatt=label:secondary_bloomsburyVisualArts,Charlie Gere,9781474293617,,2006
,Arthik Sudhar aur Samajik Apvarjan,SAGE,"South Asia Studies, Political Sociology",https://evidya.sagepub.in/library/arthik-sudhar-aur-samajik-apvarjan?bookId=3420&siteName=evidya,K. S. Chalam,,,2016
,Articular Cartilage Tissue Engineering,Synthesis Collection of Technology (R0),Biomedical Engineering,https://doi.org/10.1007/978-3-031-02578-5,"Kyriacos Athanasiou, Eric M. Darling, Jerry C. Hu",9783031025785,,2010
,Articulation and Intelligibility,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-02554-9,Jont B. Allen,9783031025549,,2005
,Articulatory Speech Synthesis from the Fluid Dynamics of the Vocal Apparatus,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-02563-1,"Stephen Levinson, Don Davis, Scott Slimon, Jun Huang",9783031025631,,2012
,Artificial Evolution,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-45715-0,"Lhassane Idoumghar, Pierrick Legrand, Arnaud Liefooghe, Evelyne Lutton, Nicolas Monmarché, Marc Schoenauer",9783030457150,,2020
,Artificial Evolution,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61108-8,"Jean-Marc Alliot, Evelyne Lutton, Edmund Ronald, Marc Schoenauer, Dominique Snyers",9783030457150,1063,1996
,Artificial General Intelligence,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52152-3,"Ben Goertzel, Aleksandr I. Panov, Alexey Potapov, Roman Yampolskiy",9783030521523,,2020
,Artificial Intelligence,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59535-7,"Sergei O. Kuznetsov, Aleksandr I. Panov, Konstantin S. Yakovlev",9783030595357,,2020
,Artificial Intelligence : A Guide to Intelligent Systems,Pearson Education,"Science, Computer Science/IT",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5186211,"Negnevitsky, Michael",9781408225752,3rd ed.,2011
,Artificial intelligence a modern approach ,Pearson,STEM,https://admin.elibrary.in.pearson.com/api/1.0/org/10032022/launchlibrary,"Russell, Stuart J. &Norvig, Peter",9789356063488,4th ed.,2022
,Artificial Intelligence Algorithms and Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-5577-0,"Kangshun Li, Wei Li, Hui Wang, Yong Liu",9789811555770,,2020
,Artificial Intelligence and Machine Learning,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-65154-1,"Bart Bogaerts, Gianluca Bontempi, Pierre Geurts, Nick Harley, Bertrand Lebichot, Tom Lenaerts, Gilles Louppe",9783030651541,,2020
,Artificial Intelligence and Machine Learning for Digital Pathology,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50402-1,"Andreas Holzinger, Randy Goebel, Michael Mengel, Heimo Müller",9783030504021,,2020
,Artificial Intelligence and Mobile Services – AIMS 2020,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59605-7,"Ruifeng Xu, Wang De, Wei Zhong, Ling Tian, Yongsheng Bai, Liang-Jie Zhang",9783030596057,,2020
,Artificial Intelligence and Natural Language,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59082-6,"Andrey Filchenkov, Janne Kauttonen, Lidia Pivovarova",9783030590826,,2020
,Artificial Intelligence and Security,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57881-7,"Xingming Sun, Jinwei Wang, Elisa Bertino",9783030578817,,2020
,Artificial Intelligence and Security,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57884-8,"Xingming Sun, Jinwei Wang, Elisa Bertino",9783030578848,,2020
,Artificial Intelligence and Security,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-8083-3,"Xingming Sun, Jinwei Wang, Elisa Bertino",9789811580833,,2020
,Artificial Intelligence and Security,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-8086-4,"Xingming Sun, Jinwei Wang, Elisa Bertino",9789811580864,,2020
,Artificial Intelligence and Security,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-8101-4,"Xingming Sun, Jinwei Wang, Elisa Bertino",9789811581014,,2020
,Artificial Intelligence and Soft Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61401-0,"Leszek Rutkowski, Rafał Scherer, Marcin Korytkowski, Witold Pedrycz, Ryszard Tadeusiewicz, Jacek M. Zurada",9783030614010,,2020
,Artificial Intelligence and Soft Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61534-5,"Leszek Rutkowski, Rafał Scherer, Marcin Korytkowski, Witold Pedrycz, Ryszard Tadeusiewicz, Jacek M. Zurada",9783030615345,,2020
,Artificial Intelligence and Symbolic Mathematical Computation,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61732-9,"Jacques Calmet, John A. Campbell, Jochen Pfalzgraf",9783540707400,1138,1996
,Artificial Intelligence and Symbolic Mathematical Computing,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57322-4,"Jacques Calmet, John A. Campbell",9783540480631,737,1993
,Artificial Intelligence Applications and Innovations,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-49161-1,"Ilias Maglogiannis, Lazaros Iliadis, Elias Pimenidis",9783030491611,,2020
,Artificial Intelligence Applications and Innovations,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-49186-4,"Ilias Maglogiannis, Lazaros Iliadis, Elias Pimenidis",9783030491864,,2020
,Artificial Intelligence Applications and Innovations. AIAI 2020 IFIP WG 12.5 International Workshops,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-49190-1,"Ilias Maglogiannis, Lazaros Iliadis, Elias Pimenidis",9783030491901,,2020
,Artificial Intelligence for Customer Relationship Management,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52167-7,Boris Galitsky,9783030521677,,2020
,Artificial Intelligence for Knowledge Management,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52903-1,Eunika Mercier-Laurent,9783030529031,,2020
,Artificial Intelligence in Daily Life,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-7695-9,Raymond S. T. Lee,9789811576959,,2020
,Artificial Intelligence in Economics and Finance Theories ,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-42962-1,"Tankiso Moloi, Tshilidzi Marwala",9783030429621,,2020
,Artificial Intelligence in Education,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52237-7,"Ig Ibert Bittencourt, Mutlu Cukurova, Kasia Muldner, Rose Luckin, Eva Millán",9783030522377,,2020
,Artificial Intelligence in Education,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52240-7,"Ig Ibert Bittencourt, Mutlu Cukurova, Kasia Muldner, Rose Luckin, Eva Millán",9783030522407,,2020
,Artificial Intelligence in HCI,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50334-5,"Helmut Degen, Lauren Reinerman-Jones",9783030503345,,2020
,Artificial Intelligence in Medicine,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59137-3,"Martin Michalowski, Robert Moskovitch",9783030591373,,2020
,Artificial Intelligence in Medicine,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60025-6,"Pedro Barahona, Mario Stefanelli, Jeremy Wyatt",9783030591373,934,1995
,"Artificial Intelligence in Music, Sound, Art and Design",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-43859-3,"Juan Romero, Anikó Ekárt, Tiago Martins, João Correia",9783030438593,,2020
,Artificial Intelligence in Vision-Based Structural Health Monitoring,Synthesis Collection of Technology (R0),"Computer Imaging, Computer vision",https://doi.org/10.1007/978-3-031-52407-3,"Khalid M. Mosalam, Yuqing Gao",9783031524073,,2024
,Artificial Intelligence Research,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-66151-9,Aurona Gerber,9783030661519,,2020
,Artificial Intelligence XXXVII,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-63799-6,"Max Bramer, Richard Ellis",9783030637996,,2020
,Artificial Intelligence. IJCAI 2019 International Workshops,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-56150-5,"Amal El Fallah Seghrouchni, David Sarne",9783030561505,,2020
,Artificial Intelligence: Pearson New International Edition,Pearson Education UK, Artificialintelligence,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5138697,"Russell, Stuart;Norvig, Peter",9781292037172,3rd ed.,2014
,Artificial Intelligence: Structures and Strategies for Complex Problem Solving,Pearson India,Artificial intelligence,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5126542,"Luger, George F",9788131743744,6th ed.,2009
,Artificial Life and Evolutionary Computation,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-45016-8,"Franco Cicirelli, Antonio Guerrieri, Clara Pizzuti, Annalisa Socievole, Giandomenico Spezzano, Andrea Vinci",9783030450168,,2020
,Artificial Neural Networks,PHI,Computer,https://elibrary.phindia.com/ebooks/reader/9788194884897,"Yegnanarayana, B.",9788194884897,,2017
,Artificial Neural Networks — ICANN 96,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61510-5,"Christoph Malsburg, Werner Seelen, Jan C. Vorbrüggen, Bernhard Sendhoff",9783540686842,1112,1996
,"Artificial Neural Networks and Machine Learning – ICANN 2020, Part I",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61609-0,"Igor Farkaš, Paolo Masulli, Stefan Wermter",9783030616090,,2020
,"Artificial Neural Networks and Machine Learning – ICANN 2020, Part II",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61616-8,"Igor Farkaš, Paolo Masulli, Stefan Wermter",9783030616168,,2020
,Artificial Neural Networks in Pattern Recognition,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-58309-5,"Frank-Peter Schilling, Thilo Stadelmann",9783030583095,,2020
,Artificial Neural Networks: An Introduction to ANN Theory and Practice,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0027019,"P. J. Braspenning, F. Thuijsman, A. J. M. M. Weijters",9783540492832,931,1995
,Artificial Neural Networks: International Workshop IWANN '91 Granada,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0035870,Alberto Prieto,9783540384601,540,1991
,Artificial Organs,Synthesis Collection of Technology (R0),Biomedical Engineering,https://doi.org/10.1007/978-3-031-01611-0,Gerald E. Miller,9783031016110,,2006
,Artificial Perception and Music Recognition,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0019384,Andranick S. Tanguiane,9783540481270,746,1993
,Artificial Psychology,Synthesis Collection of Technology (R0),"Computers and Society, Computational Linguistics",https://doi.org/10.1007/978-3-031-76646-6,Clayton Lewis,9783031766466,,2025
,Artificial Social Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58266-5,"Cristiano Castelfranchi, Eric Werner",9783540485896,830,1994
,Asmita aur Dharma,SAGE,Religion,https://evidya.sagepub.in/library/asmita-aur-dharma?bookId=4107&siteName=evidya,Amalendu Misra,,,2016
,Aspects and Prospects of Theoretical Computer Science,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-53414-8,"Jürgen Dassow, Jozef Kelemen",9783540468691,464,1990
,Aspects of Constructibility,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0059290,Keith J. Devlin,9783540378211,354,1973
,Aspects of Differential Geometry I,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-02407-8,"Peter Gilkey, JeongHyeong Park, Ramón Vázquez-Lorenzo",9783031024078,,2015
,Aspects of Differential Geometry II,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-02408-5,"Peter Gilkey, JeongHyeong Park, Ramón Vázquez-Lorenzo",9783031024085,,2015
,Aspects of Differential Geometry III,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-02410-8,"Esteban Calviño-Louzao, Eduardo García-Río, Peter Gilkey, JeongHyeong Park, Ramón Vázquez-Lorenzo",9783031024108,,2017
,Aspects of Differential Geometry IV,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-02416-0,"Esteban Calviño-Louzao, Eduardo García-Río, Peter Gilkey, JeongHyeong Park, Ramón Vázquez-Lorenzo",9783031024160,,2019
,Aspects of Differential Geometry V,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-02432-0,"Esteban Calviño-Louzao, Eduardo García-Río, Peter Gilkey, JeongHyeong Park, Ramón Vázquez-Lorenzo",9783031024320,,2021
,Aspects of Semidefinite Programming,Springer US,"Programming Techniques, Applications of Mathematics, Computational Mathematics and Numerical Analysis",http://link.springer.com/10.1007/b105286,"Klerk, Etienne de ",9780306478192,,2002
,Assessing Inequality,SAGE Publications Ltd,Inequality,https://doi.org/10.4135/9781412993890,Lingxin Hao; Daniel Q. Naiman,9781412993890,,2010
,Assessing the Quality of Survey Data,SAGE Publications Ltd,"Social surveys,  Methodology",https://doi.org/10.4135/9781446251874,Jörg Blasius; Victor Thiessen,9781446251874,,2012
,Assistive Technology Design for Intelligence Augmentation,Synthesis Collection of Technology (R0),"Bioinformatics, Biomedical engineering",https://doi.org/10.1007/978-3-031-01601-1,Stefan Carmien,9783031016011,,2016
,Association Graph and the Multigraph for Loglinear Models,SAGE Publications Ltd,Loglinear Models,https://doi.org/10.4135/9781452226521,Harry J. Khamis,9781452226521,,2011
,Association Models,SAGE Publications Ltd,Models,https://doi.org/10.4135/9781412993920,Raymond Sin-Kwok Wong,9781412993920,,2010
,Astrométrie moderne,Springer,Physics,http://dx.doi.org/10.1007/3-540-52534-3,Jean Kovalevsky,9783540470274,358,1990
,Astrophysical Masers,Springer,Physics,http://dx.doi.org/10.1007/3-540-56343-1,"Andrew W. Clegg, Gerald E. Nedoluha",9783540475361,412,1993
,Asymptotic Analysis,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0062943,Ferdinand Verhulst,9783540353324,711,1979
,Asymptotic Analysis for Integrable Connections with Irregular Singular Points,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0071550,Hideyuki Majima,9783540389316,1075,1984
,Asymptotic Analysis II —,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0062359,F. Verhulst,9783540396123,985,1983
,Asymptotic Analysis of Soliton Problems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0073054,Peter Cornelis Schuur,9783540473879,1232,1986
,Asymptotic Approximations for Probability Integrals,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0073538,Karl Wilhelm Breitung,9783540490333,1592,1994
,Asymptotic Behavior of Mass and Spacetime Geometry,Springer,Physics,http://dx.doi.org/10.1007/BFb0048062,Francis J. Flaherty,9783540388975,202,1984
,Asymptotic Behavior of Monodromy,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0094551,Carlos Simpson,9783540466413,1502,1991
,Asymptotic Cyclic Cohomology,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0094458,Michael Puschnigg,9783540495796,1642,1996
,Asymptotic Expansions for Pseudodifferential Operators on Bounded Domains,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075033,Harold Widom,9783540396413,1152,1985
,Asymptotic Modal Analysis of Structural and Acoustical Systems,Synthesis Collection of Technology (R0),"Engineering,Nanotechnology",https://doi.org/10.1007/978-3-031-79689-0,"Shung H. Sung, Dean R. Culver, Donald J. Nefske, Earl H. Dowell",9783031796890,,2021
,Asymptotic Modelling in Fluid Mechanics,Springer,Physics,http://dx.doi.org/10.1007/3-540-59414-0,"Pierre-Antoine Bois, Emmanuel Dériat, Renée Gatignol, Alain Rigolot",9783540492658,442,1995
,Asymptotic Modelling of Fluid Flow Phenomena,Springer Netherlands,"Classical Mechanics, Fluid- and Aerodynamics, Classical and Continuum Physics",http://link.springer.com/10.1007/0-306-48386-6,"Zeytounian, Radyadour Kh. ",9780306483868,,2002
,Asymptotic Prime Divisors,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0071575,Stephen McAdam,9783540387046,1023,1983
,Asymptotic Theory of Finite Dimensional Normed Spaces,Springer,Mathematics,http://dx.doi.org/10.1007/978-3-540-38822-7,"Vitali D. Milman, Gideon Schechtman",9783540388227,1200,1986
,Asymptotics for Orthogonal Polynomials,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0081880,Walter Assche,9783540477112,1265,1987
,Asymptotics of Analytic Difference Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0100174,Geertrui K. Immink,9783540390602,1085,1984
,Asynchronous Sequential Machine Design and Analysis,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79788-0,Richard Tinder,9783031797880,,2009
,Atari Design,Bloomsbury Design Library 2021 Collection,Video games,https://doi.org/10.5040/9781474284561?locatt=label:secondary_bloomsburyVisualArts,Raiford Guins (ed),9781474284561,,2020
,Atiyah-Singer Index Theorem,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0068264,Patrick Shanahan,9783540359210,638,1978
,Atlantic Gandhi ,SAGE,"History, Sociology",https://evidya.sagepub.in/library/atlantic-gandhi?bookId=3520&siteName=evidya,Nalini Natarajan,,,2016
,Atmel AVR Microcontroller Primer,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79849-8,"Steven Barrett, Daniel Pack",9783031798498,,2012
,Atmel AVR Microcontroller Primer : Programming and Interfacing,Synthesis Collection of Technology (R0),"Engineering, Robotics",https://doi.org/10.1007/978-3-031-79773-6,"Steven F. Barrett, Daniel J. Pack",9783031797736,,2008
,Atmospheres of Early-Type Stars,Springer,Physics,http://dx.doi.org/10.1007/3-540-55256-1,"U. Heber, C. Simon Jeffery",9783540469971,401,1992
,Atmospheric Aerosols and Nucleation,Springer,Physics,http://dx.doi.org/10.1007/3-540-50108-8,"Paul E. Wagner, Gabor Vali",9783540459248,309,1988
,"Atmospheric Diagnostics of Stellar Evolution: Chemical Peculiarity, Mass Loss, and Explosion",Springer,Physics,http://dx.doi.org/10.1007/BFb0034541,Ken'ichi Nomoto,9783540392828,305,1988
,Atmospheric Science : An Introductory Survey,Academic Press,Meteorology,https://www.sciencedirect.com/science/book/9780127329512,John Wallace,,2nd ed.,2006
,"Atomic and Molecular Data for Space Astronomy Needs, Analysis, and Availability",Springer,Physics,http://dx.doi.org/10.1007/BFb0040307,"Peter L. Smith, Wolfgang L. Wiese",9780387348308,407,1992
,Atomic Force Microscopy,Synthesis Collection of Technology (R0),"Optics, Lasers, Photonics",https://doi.org/10.1007/978-3-031-02385-9,Ahmed Touhami,9783031023859,,2020
,Atomic Physics,Institute of Physics Publishing ,"Physcis , Atomic and molecular physics",https://iopscience.iop.org/book/978-1-64327-404-1,"Ewart, P",9780750329699,,2018
,Atomic Structure,Institute of Physics Publishing ,"Physcis , Atomic and molecular physics",https://iopscience.iop.org/book/978-1-6817-4880-1,"Whelan, C T",9781681748771,,2017
