langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,CAAP '90,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-52590-4,A. Arnold,9783540470427,431,1990
,CAAP '92,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-55251-0,J. -C. Raoult,9783540467991,581,1992
,CAAP'83,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-12727-5,"Giorgio Ausiello, Marco Protasi",9783540387145,159,1983
,Cabal Seminar 76–77,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069293,"Alexander S. Kechris, Yiannis N. Moschovakis",9783540356264,689,1978
,Cabal Seminar 77 – 79,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0090233,"Alexander S. Kechris, Donald A. Martin, Yiannis N. Moschovakis",9783540384229,839,1981
,Cabal Seminar 79–81,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0071690,"Alexander S. Kechris, Donald A. Martin, Yiannis N. Moschovakis",9783540386803,1019,1983
,Cabal Seminar 81–85,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0084966,"Alexander S. Kechris, Donald A. Martin, John R. Steel",9783540458968,1333,1988
,Cable-Suspended Roofs,McGraw Hill,Civil Engineering,https://resolver.vitalsource.com/9781259058653/?brand=mcgrawhillindia.vitalsource.com  ,Prem Krishna,,2nd ed.,2013
,Cache Replacement Policies,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01762-9,"Akanksha Jain, Calvin Lin",9783031017629,,2019
,CAD/CAM of Sculptured Surfaces on Multi-Axis NC Machine,Synthesis Collection of Technology (R0),Engineering Profession,https://doi.org/10.1007/978-3-031-79312-7,Stephen P. Radzevich,9783031793127,,2008
,Calcul Stochastique et Problèmes de Martingales,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0064907,Jean Jacod,9783540353010,714,1979
,Calculated Imagery: A History of Computer Graphics in Hollywood Cinema,Association for Computing Machinery,Computer Graphics-Animation,https://dl.acm.org/doi/book/10.1145/3694828,Mark J. P. Wolf,9798400712654,,2025
,Calculus,SAGE Publications Ltd,Calculus,https://doi.org/10.4135/9781412983556,Gudmund R. Iversen,9781412983556,,1996
,Calculus,Wiley India,Sciences,https://ebooks.wileyindia.com/product-details/282656,Anton,9788126597154,10th ed.,2020
,Calculus in Vector Spaces without Norm,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0068432,"A. Frölicher, W. Bucher",9783540348627,30,1966
,Calculus of Communicating Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-10235-3,Robin Milner,9783540383116,92,1980
,Calculus of Variations and Partial Differential Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0082879,"Stefan Hildebrandt, David Kinderlehrer, Mario Miranda",9783540459323,1340,1988
,Calculus of Variations with Applications,PHI,Mathematics,https://elibrary.phindia.com/ebooks/reader/9789390669844,"Gupta, A. S.",9789390669844,,2015
,Calculus to Analysis,Synthesis Collection of Technology (R0),"Mathematics, Calculus",https://doi.org/10.1007/978-3-031-69662-6,Arturo Portnoy,9783031696626,,2025
,Calculus: A Modeling and Computational Thinking Approach,Synthesis Collection of Technology (R0),Mathematical Biology,https://doi.org/10.1007/978-3-031-24681-4,"Eric Stade, Elisabeth Stade",9783031246814,,2023
,"Calderón-Zygmund Operators, Pseudo-Differential Operators and the Cauchy Integral of Calderón",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061458,Jean-Lin Journé,9783540400332,994,1983
,Calendar and Time Diary Methods in Life Course Research,SAGE Publications Ltd,Life Course Research,https://doi.org/10.4135/9781412990295,Duane F Alwin; Robert F. Belli; Frank P. Stafford,9781412990295,,2009
,Callister's Material Science and Engineering,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/282588,Balasubramaniam,9788126595785,2nd ed.,2020
,Cambridge Encyclopedia of Darwin and Evolutionary Thought,Cambridge University Press,"Philosophy,General Science, History of Science,Philosophy of Science",https://doi.org/10.1017/CBO9781139026895,Ruse,9781139026895,,2013
,Cambridge Handbook of Engineering Education Research,Cambridge University Press,"Engineering,Psychology, Engineering: General Interest,Educational Psychology",https://doi.org/10.1017/CBO9781139013451,Johri/Olds,9781139013451,,2015
,Cambridge Handbook of Experimental Syntax,Cambridge University Press,Language and Linguistics,https://doi.org/10.1017/9781108569620,Goodall,9781108569620,,2021
,Cambridge Handbook of Linguistic Typology,Cambridge University Press,Language and Linguistics,https://doi.org/10.1017/9781316135716,Aikhenvald/Dixon,9781316135716,,2017
,Cambridge Introduction to Literature and Philosophy,Cambridge University Press,"Philosophy,Literature, Philosophy: General Interest,Literary Theory,English Literature: General Interest",https://doi.org/10.1017/CBO9780511862441,Cascardi,9780511862441,,2014
,Cambridge Summer School in Mathematical Logic,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0066770,"A. R. D. Mathias, H. Rogers",9783540368847,337,1973
,Camera Networks,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01811-4,"Amit K Roy-Chowdhury, Bi Song",9783031018114,,2012
,Candidate Multilinear Maps,Association for Computing Machinery,Security/Cryptography,https://dl.acm.org/citation.cfm?id=2714451,Sanjam Garg,9781627055482,,2015
,Canonical Analysis and Factor Comparison,SAGE Publications Ltd,Factor Comparison,https://doi.org/10.4135/9781412983563,Mark S. Levine,9781412983563,,1977
,Canonical Correlation Analysis,SAGE Publications Ltd,Correlation Analysis,https://doi.org/10.4135/9781412983570,Bruce Thompson,9781412983570,,1984
,Canonical Gibbs Measures,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0068557,H. O. Georgii,9783540384847,760,1979
,Canonical Gravity: From Classical to Quantum,Springer,Physics,http://dx.doi.org/10.1007/3540583394,"J. Ehlers, H. Friedrich",9783540486657,434,1994
,Capacity Theory on Algebraic Curves,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0084525,Robert S. Rumely,9783540462095,1378,1989
,Capillarity Today,Springer,Physics,http://dx.doi.org/10.1007/3-540-54367-8,"G. Pétré, A. Sanfeld",9783540475859,386,1991
,Capstone Design Courses,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01619-6,Jay R. Goldberg,9783031016196,,2007
,"Capstone Design Courses, Part II",Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01652-3,Jay Goldberg,9783031016523,,2012
,Capstone Engineering Design,Synthesis Collection of Technology (R0),"Electrical Engineering, Microengineering",https://doi.org/10.1007/978-3-031-79693-7,Ramana M. Pidaparti,9783031796937,,2021
,Captains of Energy,Synthesis Collection of Technology (R0),"General Topics for Engineers, Engineering Profession, Computing and Processing",https://doi.org/10.1007/978-3-031-79366-0,"Vincent C. Prantil, Timothy Decker",9783031793660,,2015
,Capture and Relaxation in Self-Assembled Semiconductor Quantum Dots — The dot and its environment,Institute of Physics Publishing ,"Physcis , Materials",https://iopscience.iop.org/book/978-1-6817-4089-8,"Ferreira, R",9781681740256,,2015
,Car Suspension and Handling,SAE,Automotive,https://saemobilus.sae.org/content/R-318/,Geoffrey Howard,,4th ed.,2004
,Carbon Capture and Storage,BUTTERWORTH HEINEMANN,Energy,https://www.sciencedirect.com/science/book/9780128120415,"Rackley, Steve",,2nd ed.,2017
,Carbon Dots in Biology,De Gruyter,Carbon Materials,http://www.degruyter.com/isbn/9783110799958,"Verma, Dakeshwar Kumar / Tukhliyivich, Berdimurodov Elyor",9783110799958,,2023
,"Carbon Nanomaterials: Modeling, Design, and Applications",Taylor & Francis,"Engineering & Technology, Physical Sciences, Mechanical Engineering, Materials Science, Nanoscience & Nanotechnology, Materials Science",www.taylorfrancis.com/books/9781351123587,"Zhou , Kun",9781351123587,,2019
,Carbon Nanotube Fibres and Yarns,Woodhead Publishing,Engineering,https://www.sciencedirect.com/science/book/9780081027226,"Miao, Menghe",,,2019
,Carbon Nanotubes in Drug and Gene Delivery,Institute of Physics Publishing ,"Physcis , Materials",https://iopscience.iop.org/book/978-1-6817-4261-8,"Karimi, M",9781681742618,,2017
,Cardiac Tissue Engineering,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-02584-6,"Smadar Cohen, Emil Ruvinov, Yulia Sapir",9783031025846,,2012
,Caring for Dependent Older Persons,World Scientific,"Medicine, General Healthcare",https://www.worldscientific.com/worldscibooks/10.1142/10983#t=toc,Tan Jit Seng & Teo Shing Yuen,9789813270008,,2018
,Carleman Estimates for Coefficient Inverse Problems and Numerical Applications,De Gruyter,Analysis,http://www.degruyter.com/isbn/9783110915549,"Klibanov, Michael V. / Timonov, Alexander A.",9783110915549,,2019
,Carleson-Hunt Theorem on Fourier Series,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0094072,"Ole Groth Jørsboe, Leif Mejlbro",9783540390060,911,1982
,Cartan for Beginners,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/061/,Thomas A. Ivey; J. M. Landsberg,9781470418014,,2003
,Cartographies of Knowledge,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9781452230368,Celine-Marie Pascale,9781452230368,,2011
,Case,Cambridge University Press,Language and Linguistics,https://doi.org/10.1017/CBO9781107295186,Baker,9781107295186,,2015
,Case Studies for Ethics in Academic Research in the Social Sciences,SAGE Publications Ltd,Case Studies,https://doi.org/10.4135/9781452269986,Ronald E. Goldsmith; Leisa Reinecke Flynn,9781452269986,,2013
,Case Studies in Experimental Physics,Synthesis Collection of Technology (R0),Nuclear Physics,https://doi.org/10.1007/978-3-031-12608-6,"Ronald Laymon, Allan Franklin",9783031126086,,2022
,Case Studies in Forensic Physics,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-02086-5,"Gregory A. DiLisi, Richard A. Rarick",9783031020865,,2020
,Case Studies in Forensic Physics,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-75721-1,"Gregory A. DiLisi, Richard A. Rarick",9783031757211,2nd ed.,2025
,Case Studies in Interdisciplinary Research,SAGE Publications Ltd,Case Studies,https://doi.org/10.4135/9781483349541,Allen F. Repko; William H. Newell; Rick Szostak,9781483349541,,2012
,Case Studies in Needs Assessment,SAGE Publications Ltd,Case studies,https://doi.org/10.4135/9781544342351,Darlene Russ-Eft,9781544342351,,2020
,Case Study Method,SAGE Publications Ltd,Case method,https://doi.org/10.4135/9780857024367,Roger Gomm; Peter Foster; Martyn Hammersley,9780857024367,,2000
,Case Study Methods,SAGE Publications Ltd,Research--Methodology,https://doi.org/10.4135/9781412983587,Stephane Dufour; Dominic Fortin; Jacques Hamel,9781412983587,,1993
,Case Study Research,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781526485168,Peter Swanborn,9781526485168,,2010
,Case Study Research for Business,SAGE Publications Ltd,"Business, Research Methodology",https://doi.org/10.4135/9781446287910,Jillian Dawes Farquhar,9781446287910,,2012
,Case Study Research in Counselling and Psychotherapy,SAGE Publications Ltd,"Counseling, Research Case studies",https://doi.org/10.4135/9781446287897,John McLeod,9781446287897,,2010
,Case Study Research in Practice,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781446268322,Helen Simons,9781446268322,,2009
,Case-Based Reasoning,Synthesis Collection of Technology (R0),"Computing and Processing, Components, Circuits, Devices and Systems, General Topics for Engineers",https://doi.org/10.1007/978-3-031-01562-5,Beatriz López,9783031015625,,2013
,Case-Based Reasoning Research and Development,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-58342-2,"Ian Watson, Rosina Weber",9783030583422,,2020
,Case-Based Reasoning Research and Development,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60598-3,"Manuela Veloso, Agnar Aamodt",9783030583422,1010,1995
,Cases in Online Interview Research,SAGE Publications Ltd,Interviewing,https://doi.org/10.4135/9781506335155,Janet Salmons,9781506335155,,2012
,Catalytic Air Pollution Control: Commercial Technology,Wiley,"Chemistry, Environmental Chemistry",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118397749,Heck,9781118397749,3rd ed.,2009
,Categorical Algebra and its Applications,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0081344,Francis Borceux,9783540459859,1348,1988
,Categorical Aspects of Topology and Analysis,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0092866,B. Banaschewski,9783540390411,915,1982
,Categorical Constructions in Stable Homotopy Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0101425,Myles Tierney,9783540360964,87,1969
,Categorical Methods in Computer Science With Aspects from Topology,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51722-7,"H. Ehrig, H. Herrlich, H. -J. Kreowski, G. Preuß",9783540467878,393,1989
,Categorical Topology: Proceedings of the Conference Held at Mannheim,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0080850,"Ernst Binz, Horst Herrlich",9783540381181,540,1976
,"Categorical Topology: Proceedings of the International Conference, Berlin",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0065251,"Horst Herrlich, Gerhard Preuß",9783540351931,719,1979
,Catégories Cofibrées Additives et Complexe Cotangent Relatif,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0082437,A. Grothendieck,9783540359227,79,1968
,Categories in Continuum Physics,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0076928,"F. William Lawvere, Stephen H. Schanuel",9783540397601,1174,1986
,Categories in Text and Talk,SAGE Publications Ltd,Categorization,https://doi.org/10.4135/9781849208727,Georgia Lepper,9781849208727,,2000
,Categories of Algebraic Systems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0094957,Mario Petrich,9783540379546,553,1976
,Categories of Boolean Sheaves of Simple Algebras,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075887,Yves Diers,9783540397960,1187,1986
,Catégories Tannakiennes,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0059108,Neantro Saavedra Rivano,9783540374770,265,1972
,Category Seminar,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0063096,Gregory M. Kelly,9783540372707,420,1974
,Category Theory and Computer Programming,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-17162-2,"David Pitt, Samson Abramsky, Axel Poigné, David Rydeheard",9783540472131,240,1986
,"Category Theory and Computer Science: 6th International Conference, CTCS '95 Cambridge",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60164-3,"David Pitt, David E. Rydeheard, Peter Johnstone",9783540446613,953,1995
,Category Theory and Computer Science: Edinburgh,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-18508-9,"David H. Pitt, Axel Poigné, David E. Rydeheard",9783540480068,283,1987
,Category Theory and Computer Science: fourth biennial Summer Conference on Category Theory and Computer Science,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0013452,"David H. Pitt, Pierre-Louis Curien, Samson Abramsky, Andrew M. Pitts, Axel Poigné, David E. Rydeheard",9783540384137,530,1991
,Category Theory and Computer Science: Manchester,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0018340,"David H. Pitt, David E. Rydeheard, Peter Dybjer, Andrew M. Pitts, Axel Poigné",9783540467403,389,1989
,Category Theory Applied to Computation and Control,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-07142-3,Ernest Gene Manes,9783540374268,25,1975
,"Category Theory, Homology Theory and their Applications I",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0079380,"A. Dold, B. Eckmann",9783540360957,86,1969
,"Category Theory, Homology Theory and their Applications II",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0080761,"A. Dold, B. Eckmann",9783540361015,92,1969
,"Category Theory, Homology Theory and Their Applications III",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0081959,"A. Dold, B. Eckmann",9783540361404,99,1969
,"Category Theory: Applications to Algebra, Logic and Topology Proceedings of the International Conference Held at Gummersbach",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0066878,"Klaus Heiner Kamps, Dieter Pumplün, Walter Tholen",9783540395508,962,1982
,Category Theory: Proceedings of the International Conference held in Como,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0084207,"Aurelio Carboni, Maria Cristina Pedicchio, Guiseppe Rosolini",9783540464358,1488,1991
,Cathodic Protection of Marine Vessels,Synthesis Collection of Technology (R0),"Mechanical Engineering, Thin Films",https://doi.org/10.1007/978-3-031-77578-9,Alexander Arnfinn Olsen,9783031775789,,2025
,Cathodic Protection of Offshore Structures,Synthesis Collection of Technology (R0),"Mechanical Engineering, Thin Films",https://doi.org/10.1007/978-3-031-77581-9,Alexander Arnfinn Olsen,9783031775819,,2025
,Causal Analysis with Panel Data,SAGE Publications Ltd,Panel Data,https://doi.org/10.4135/9781412983594,Steven E. Finkel,9781412983594,,1995
,Causal Modeling,SAGE Publications Ltd,Causal Modeling,https://doi.org/10.4135/9781412983600,Herbert B. Asher,9781412983600,,1983
,Causality Rules — A light treatise on dispersion relations and sum rules,Institute of Physics Publishing ,"Physcis , Classical physics",https://iopscience.iop.org/book/978-1-6817-4919-8,"Pascalutsa, V",9781681749167,,2018
,Čech and Steenrod Homotopy Theories with Applications to Geometric Topology,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0081083,"David A. Edwards, Harold M. Hastings",9783540381037,542,1976
,Cech Cohomological Dimensions for Commutative Rings,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0060274,David E. Dobbs,9783540363101,147,1970
,"Cell and Molecular Biology, Vol. 1 with 11 color plates",CBS Publishers,Biochemical Engineering and Biotechnology,https://www.eduport-global.com/product/cell-molecular-biology-volume-1,"Jacob, M",9789386217035,,2021
,"Cell and Molecular Biology, Vol. 2 with 11 color plates",CBS Publishers,Biochemical Engineering and Biotechnology,https://www.eduport-global.com/product/cell-molecular-biology-volume-2,"Jacob, M",9789386217202,,2021
,Cells and Biomaterials for Intervertebral Disc Regeneration,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-02580-8,"Sibylle Grad, Mauro Alini, David Eglin, Daisuke Sakai, Joji Mochida, Sunil Mahor, Biraja Dash, Abhay Pandit, Estelle Collin",9783031025808,,2010
,Cellular Automata and Discrete Complex Systems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61588-8,Hector Zenil,9783030615888,,2020
,Cellular Solids,Cambridge University Press,"Physics and Astronomy,Engineering, Condensed Matter Physics, Nanoscience and Mesoscopic Physics,Solid Mechanics and Materials,Materials Science",https://doi.org/10.1017/CBO9781139878326,Gibson/Ashby,9781139878326,2nd ed.,2014
,"Cellular Spaces, Null Spaces and Homotopy Localization",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0094429,Emmanuel Dror Farjoun,9783540484493,1622,1996
,Cellular Structures in Instabilities,Springer,Physics,http://dx.doi.org/10.1007/3-540-13879-X,"José Eduardo Wesfreid, Stéphane Zaleski",9783540390732,210,1984
,"Cement Types, Admixtures, and Technical Procedures of Cement Analysis",Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-01671-4,Tadele Assefa Aragaw,9783031016714,,2020
,Central Activity in Galaxies,Springer,Physics,http://dx.doi.org/10.1007/3-540-56371-7,"Aage Sandqvist, Thomas P. Ray",9783540475422,413,1993
,Central Nervous System Tissue Engineering,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-02582-2,"Ashley E. Wilkinson, Aleesha M. McCormick, Nic D. Leipzig",9783031025822,,2012
,Central Tendency and Variability,SAGE Publications Ltd,Central Tendency,https://doi.org/10.4135/9781412983617,Herbert Weisberg,9781412983617,,1991
,Ceramics and Globalization,Bloomsbury Design Library,Globalization,https://doi.org/10.5040/9781474289924?locatt=label:secondary_bloomsburyVisualArts,Neil Ewins,9781474289924,,2017
,Ceramics and the Museum,Bloomsbury Design Library 2020 Collection,Art pottery,https://doi.org/10.5040/9781350047877?locatt=label:secondary_bloomsburyVisualArts,Laura Breen,9781350047877,,2019
,Chain Conjectures in Ring Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0067924,Louis J. Ratliff,9783540358749,647,1978
,Chaînes de Markov sur les permutations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0067150,Jacques-Edouard Dies,9783540386636,1010,1983
,Challenges in Social Network Research,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-31463-7,"Giancarlo Ragozini, Maria Prosperina Vitale",9783030314637,,2020
,Challenges to Theories of the Structure of Moderate-Mass Stars,Springer,Physics,http://dx.doi.org/10.1007/3-540-54420-8,"Douglas Gough, Juri Toomre",9783540383550,388,1991
,Changing Things,Bloomsbury Design Library 2019 Collection,"Technology, Social aspects",https://doi.org/10.5040/9781350004368?locatt=label:secondary_bloomsburyVisualArts,Johan Redström & Heather Wiltse,9781350004368,,2018
,Channel and Source Coding for Non-Volatile Flash Memories,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-658-28982-9,Mohammed Rajab,9783658289829,,2020
,Chaos — The Interplay Between Stochastic and Deterministic Behaviour,Springer,Physics,http://dx.doi.org/10.1007/3-540-60188-0,"Piotr Garbaczewski, Marek Wolf, Aleksander Weron",9783540447221,457,1995
,Chaos and Catastrophe Theories,SAGE Publications Ltd,Catastrophe Theories,https://doi.org/10.4135/9781412983624,Courtney Brown,9781412983624,,1995
,Chaos and Quantum Chaos,Springer,Physics,http://dx.doi.org/10.1007/3-540-56253-2,W. Dieter Heiss,9783540474951,411,1992
,Chaos in Dynamical Systems,Cambridge University Press,Physics and Astronomy,https://doi.org/10.1017/CBO9780511803260,Edward Ott,9780511803260,2nd ed.,2012
,Chaotic and Stochastic Behaviour in Automatic Production Lines,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-48448-6,Max-Olivier Hongler,9783540484486,22,1994
,Chaotic Maps,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-02403-0,"Goong Chen, Yu Huang",9783031024030,,2011
,Character Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-15954-2,"Alia El Bolock, Yomna Abdelrahman, Slim Abdennadher",9783030159542,,2020
,Characterisation Methods in Solid State and Materials Science,Institute of Physics Publishing ,"Physcis , Materials",https://iopscience.iop.org/book/978-0-7503-1383-4,"Morrison, K",9780750313841,,2019
,Characterization of Distributions by the Method of Intensively Monotone Operators,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0101656,"Ashot Vazrikievich Kakosyan, Leo Borisovich Klebanov, Joseph Aleksandrovich Melamed",9783540390503,1088,1984
,Characterization of Nanophase Materials,Wiley,"Physical Sciences & Engineering, Materials Science",https://onlinelibrary.wiley.com/doi/book/10.1002/3527600094,Wang,9783527600090,,1999
,Characterization of polymers and fibers ,Woodhead Publishing,Materials Science,https://www.sciencedirect.com/science/book/9780128239865,Mukesh  Singh,,,2021
,Characterizations of Probability Distributions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069530,"Janos Galambos, Samuel Kotz",9783540357339,675,1978
,Characters and Blocks of Solvable Groups,Synthesis Collection of Technology (R0),"Mathematics, Algebra",https://doi.org/10.1007/978-3-031-50706-9,"James Cossey, Yong Yang",9783031507069,,2024
,"Charan Singh aur Congress Rajneeti (Ek bhartiya Rajneetik Jeevan, 1937 se 1961 tak)",SAGE,Political Science (General),https://evidya.sagepub.in/library/charan-singh-aur-congress-rajneeti?bookId=3411&siteName=evidya,Paul R. Brass,,,2017
,"Charan Singh aur Congress Rajneeti (Ek Bhartiya Rajneetik Jeevan, 1957 se 1967 tak)",SAGE,Political Science (General),https://evidya.sagepub.in/library/charan-singh-aur-congress-rajneeti?bookId=3313&siteName=evidya,Paul R. Brass,,,2017
,Charge Density Waves in Solids,Springer,Physics,http://dx.doi.org/10.1007/3-540-13913-3,"Gyula Hutiray, Jenö Sólyom",9783540391371,217,1985
,"Charged Beam Dynamics, Particle Accelerators and Free Electron Lasers",Institute of Physics Publishing ,"Physcis , Plasmas",https://iopscience.iop.org/book/978-0-7503-1239-4,"Dattoli, G",9780750312400,,2017
,Chatbot Research and Design,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-39540-7,"Asbjørn Følstad, Theo Araujo, Symeon Papadopoulos, Effie Lai-Chong Law, Ole-Christoffer Granmo, Ewa Luger, Petter Bae Brandtzaeg",9783030395407,,2020
,Cheen aur Bharat,SAGE,"Political Science (General), Cultural Studies",https://evidya.sagepub.in/library/cheen-aur-bharat?bookId=3507&siteName=evidya,Paramita Mukherjee,,,2017
,Chemical Applications of Group Theory,Wiley India,Sciences,https://ebooks.wileyindia.com/product-details/343025,Cotton,9788194726357,,2020
,Chemical Engineering - Trends and Developments,Wiley,"Chemistry, Chemical Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/0470025018,Galan,9780470025017,,2005
,Chemical Engineering Thermodynamics,PHI,Chemical,https://elibrary.phindia.com/ebooks/reader/9789354431111,"Ahuja, Pradeep",9789354431111,,2016
,Chemical Micro Process Engineering - Processing   and Plants,Wiley,"Chemistry, Industrial Chemistry",https://onlinelibrary.wiley.com/doi/book/10.1002/3527603581,Hessel,9783527603589,,2005
,Chemical Photocatalysis,De Gruyter,"Organic Chemistry , Organic Chemistry",http://www.degruyter.com/isbn/9783110269246,"König, Burkhard",9783110269246,,2013
,Chemical Process Principles Part I : Material and Energy Balances,CBS Publishers,Chemical Engineering,https://eduport-global.com/product/chemical-process-principles-part-i-material-energy-balances,Hougen / Watson,9789388108546,2nd ed.,2020
,Chemical Process Principles Part II : Thermodynamics,CBS Publishers,Chemical Engineering,https://eduport-global.com/product/chemical-process-principles-part-ii-thermodynamics,Hougen / Watson,9789388108553,2nd ed.,2020
,Chemical Reaction Engineering,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/288286,Levenspiel                        ,9789354245411,3rd ed.,2022
,Chemical Technology in the Pre-Treatment Processes of Textiles,ELSEVIER,Chemical Engineering,https://www.sciencedirect.com/science/book/9780444500601,S.R. Karmakar,,,Pre 2007
,Chemically Reacting Flow : Theory and Prac tice,Wiley,"Chemistry, Chemical Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/0471461296,Kee,9780471461296,,2003
,Chemistry,McGraw Hill,Science,https://resolver.vitalsource.com/9781265647575/?brand=mcgrawhillindia.vitalsource.com  ,Burdge,,6th ed.,2022
,Chemistry for Biologists,Pearson Education,"Science, Science: Chemistry",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5186024,"Reed, David",9781408280843,,2013
,Chemistry for Engineers (Makaut-2020),McGraw Hill,Electronics,https://resolver.vitalsource.com/9789390385577/?brand=mcgrawhillindia.vitalsource.com  ,Deb,,,2020
,"Chemistry of Nanomaterials - Synthesis, Properties and Applications",Wiley,"Physical Sciences & Engineering, Nanotechnology",https://onlinelibrary.wiley.com/doi/book/10.1002/352760247X,Rao,9783527602476,,2004
,Chemistry of Textile Fibres,The Royal Society of Chemistry,Textile & fibre technology,https://doi.org/10.1039/9781782626534,Robert R Mather; Roger H Wardman,9781782626367,2nd ed.,2015
,Childhood by Design,Bloomsbury Design Library 2020 Collection,Material culture,https://doi.org/10.5040/9781501332968?locatt=label:secondary_bloomsburyVisualArts,Megan Brandow-Faller (ed),9781501332968,,2018
,Children’s Digital Experiences in Indian Slums,Amsterdam University Press,"Caste, Religion, Gender",https://www.degruyter.com/isbn/9789048559947,Kiran Vinod Bhatia,9789048559947,,2024
,Children’s Internet Search,Synthesis Collection of Technology (R0),"Communication, Networking and Broadcast Technologies, Computing and Processing",https://doi.org/10.1007/978-3-031-02286-9,"Elizabeth Foss, Allison Druin",9783031022869,,2014
,"Children's Digital Experiences in Indian Slums: Technologies, Identities, and Jugaad",Cambridge University Press,"Computer Science, Computing and Society",https://doi.org/10.1017/9789048559947,Bhatia,9789048559947,,2024
